county,year,table,sector,description,direct,indirect,induced,total
Alcona,2001,Output,0,Total,-37988.714875660698,-1971.5099274756838,-2348.4469721933119,-42308.671775329691
Alcona,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-0.81747472448671277,-7.5055550750036177,-8.3230297994903317
Alcona,2001,Output,20,21 Mining,0,-2.165442808949992,-0.88709775490422149,-3.0525405638542131
Alcona,2001,Output,41,22 Utilities,0,0,0,0
Alcona,2001,Output,52,23 Construction,0,-19.85064152187104,-7.5533578411092179,-27.403999362980258
Alcona,2001,Output,65,31-33 Manufacturing,0,-7.0377399793749662,-3.7874513139170851,-10.825191293292054
Alcona,2001,Output,395,42 Wholesale Trade,-37988.714875660698,-11.864952203541179,-4.4207783251944353,-38005.000606189431
Alcona,2001,Output,396,44-45 Retail trade,0,-13.445808565991184,-270.43133135419652,-283.87713992018769
Alcona,2001,Output,408,48-49 Transportation & Warehousing,0,-78.041365258162244,-20.721045513458368,-98.762410771620623
Alcona,2001,Output,417,51-56 Professional Services,0,-1491.1259672381557,-1616.5438204359459,-3107.6697876741005
Alcona,2001,Output,472,"61-72 Educational, Health, Recreation Service",0,-102.11391011418472,-409.18058697740662,-511.29449709159121
Alcona,2001,Output,518,92 Government & non NAICs,0,-245.04662506096594,-7.4159476021757325,-252.46257266314166
Allegan,2001,Output,0,Total,-1670156.29106344,-38688.675676252213,-77018.583502626774,-1785863.5502423195
Allegan,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-20.160464761742102,-1081.5173737560494,-1101.6778385177915
Allegan,2001,Output,20,21 Mining,0,-16.590254559328901,-36.843552738465661,-53.433807297794559
Allegan,2001,Output,41,22 Utilities,0,-2958.0701129927743,-2385.5638147039131,-5343.6339276966874
Allegan,2001,Output,52,23 Construction,0,-105.86206734906276,-57.16829795891713,-163.03036530797988
Allegan,2001,Output,65,31-33 Manufacturing,0,-1372.8395240382247,-3378.6177552670024,-4751.4572793052257
Allegan,2001,Output,395,42 Wholesale Trade,-1670156.29106344,-1867.1424028389156,-831.37763137267518,-1672854.8110976517
Allegan,2001,Output,396,44-45 Retail trade,0,-87.166174423618074,-1916.3538831278431,-2003.5200575514609
Allegan,2001,Output,408,48-49 Transportation & Warehousing,0,-5671.3840417018755,-1527.0406102696645,-7198.4246519715407
Allegan,2001,Output,417,51-56 Professional Services,0,-24778.560525195637,-60240.796381188557,-85019.356906384201
Allegan,2001,Output,472,"61-72 Educational, Health, Recreation Service",0,-1357.2862826854264,-5464.570808252859,-6821.8570909382834
Allegan,2001,Output,518,92 Government & non NAICs,0,-453.61382570561068,-98.733393990830592,-552.34721969644124
Alpena,2001,Output,0,Total,-542860.11428724998,-70636.485153691421,-54908.409635109034,-668405.00907605037
Alpena,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-21.094151953976489,-150.36149420592682,-171.45564615990332
Alpena,2001,Output,20,21 Mining,0,-34.655524463941227,-62.203874376845754,-96.85939884078698
Alpena,2001,Output,41,22 Utilities,0,-5578.1268715014867,-3975.59254134408,-9553.7194128455667
Alpena,2001,Output,52,23 Construction,0,-263.78267879079471,-111.54364350307819,-375.32632229387292
Alpena,2001,Output,65,31-33 Manufacturing,0,-576.4787251516567,-500.28537765707614,-1076.7641028087332
Alpena,2001,Output,395,42 Wholesale Trade,-542860.11428724998,-2315.6599366117734,-1037.5035623301499,-546213.2777861919
Alpena,2001,Output,396,44-45 Retail trade,0,-238.72332652744703,-4848.9010832415697,-5087.624409769016
Alpena,2001,Output,408,48-49 Transportation & Warehousing,0,-9904.7323111715596,-1288.1925935223899,-11192.924904693951
Alpena,2001,Output,417,51-56 Professional Services,0,-47327.656428556962,-32695.842622600652,-80023.499051157632
Alpena,2001,Output,472,"61-72 Educational, Health, Recreation Service",0,-2880.7750462170616,-10169.522968265044,-13050.298014482109
Alpena,2001,Output,518,92 Government & non NAICs,0,-1494.8001527447498,-68.459874062213643,-1563.2600268069634
Antrim,2001,Output,0,Total,-295593.59108018002,-21604.445099711884,-21558.098205022219,-338756.13438491407
Antrim,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-8.2423998865765249,-279.10486258357588,-287.34726247015237
Antrim,2001,Output,20,21 Mining,0,-34.339836914423792,-40.130349141888722,-74.470186056312514
Antrim,2001,Output,41,22 Utilities,0,0,0,0
Antrim,2001,Output,52,23 Construction,0,-50.478944958512422,-25.077323955744365,-75.55626891425679
Antrim,2001,Output,65,31-33 Manufacturing,0,-276.40352239566357,-68.532955604669596,-344.93647800033318
Antrim,2001,Output,395,42 Wholesale Trade,-295593.59108018002,-1104.2375998115167,-594.64910101505711,-297292.4777810066
Antrim,2001,Output,396,44-45 Retail trade,0,-58.71251343792153,-1110.5906741669626,-1169.303187604884
Antrim,2001,Output,408,48-49 Transportation & Warehousing,0,-1358.5498430712189,-283.69168044970934,-1642.2415235209282
Antrim,2001,Output,417,51-56 Professional Services,0,-17507.508152340593,-16476.64503250776,-33984.153184848336
Antrim,2001,Output,472,"61-72 Educational, Health, Recreation Service",0,-940.50822567523289,-2666.4537543915098,-3606.9619800667433
Antrim,2001,Output,518,92 Government & non NAICs,0,-265.46406122022199,-13.222471205342542,-278.68653242556451
Arenac,2001,Output,0,Total,-262102.53442722801,-12568.17724979909,-9183.7250079779296,-283854.43668500503
Arenac,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-5.8724089206025312,-83.216313604884803,-89.088722525487313
Arenac,2001,Output,20,21 Mining,0,-18.616021434890413,-18.979515660034647,-37.595537094925064
Arenac,2001,Output,41,22 Utilities,0,0,0,0
Arenac,2001,Output,52,23 Construction,0,-8.7887380740886929,-2.0245845703030785,-10.813322644391771
Arenac,2001,Output,65,31-33 Manufacturing,0,-259.1075645468178,-21.521965339890716,-280.6295298867085
Arenac,2001,Output,395,42 Wholesale Trade,-262102.53442722801,-518.73043496141327,-131.05862195976297,-262752.32348414918
Arenac,2001,Output,396,44-45 Retail trade,0,-22.729683593776432,-213.47928536406042,-236.20896895783682
Arenac,2001,Output,408,48-49 Transportation & Warehousing,0,-3157.3731870649799,-360.28917624731861,-3517.6623633122986
Arenac,2001,Output,417,51-56 Professional Services,0,-8260.0026940228709,-7501.1441306205452,-15761.146824643418
Arenac,2001,Output,472,"61-72 Educational, Health, Recreation Service",0,-228.10395105347359,-850.03784207830438,-1078.1417931317781
Arenac,2001,Output,518,92 Government & non NAICs,0,-88.852566126175347,-1.9735725328256684,-90.826138659001018
Barry,2001,Output,0,Total,-419051.68614741898,-24900.858458618626,-20165.779656654882,-464118.32426269259
Barry,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-7.5353468142335647,-88.589954893411445,-96.125301707644994
Barry,2001,Output,20,21 Mining,0,-31.325242972866381,-27.856519800183747,-59.181762773050131
Barry,2001,Output,41,22 Utilities,0,0,0,0
Barry,2001,Output,52,23 Construction,0,-32.384635081656484,-12.650444031429522,-45.035079113086006
Barry,2001,Output,65,31-33 Manufacturing,0,-245.62362000149972,-154.9525316465317,-400.57615164803167
Barry,2001,Output,395,42 Wholesale Trade,-419051.68614741898,-437.15492552233627,-159.18504032105722,-419648.0261132624
Barry,2001,Output,396,44-45 Retail trade,0,-36.333863299039976,-602.71115391560647,-639.04501721464635
Barry,2001,Output,408,48-49 Transportation & Warehousing,0,-781.19001395930411,-124.02505210716609,-905.2150660664704
Barry,2001,Output,417,51-56 Professional Services,0,-21687.375652079605,-17136.390641104921,-38823.766293184519
Barry,2001,Output,472,"61-72 Educational, Health, Recreation Service",0,-804.15050168260905,-1542.291427663464,-2346.4419293460733
Barry,2001,Output,518,92 Government & non NAICs,0,-837.78465720547501,-317.12689117110926,-1154.9115483765843
Bay,2001,Output,0,Total,-1590763.34601757,-50936.574514681211,-76451.794809327883,-1718151.7153415796
Bay,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-8.7638246112806506,-146.41820072501758,-155.18202533629824
Bay,2001,Output,20,21 Mining,0,-27.454992245751352,-24.656886197737947,-52.111878443489303
Bay,2001,Output,41,22 Utilities,0,-13411.090785398797,-8814.4266043960197,-22225.517389794815
Bay,2001,Output,52,23 Construction,0,-30.787623562450896,-25.639717218122797,-56.427340780573694
Bay,2001,Output,65,31-33 Manufacturing,0,-853.07077822148142,-637.38322688777316,-1490.4540051092542
Bay,2001,Output,395,42 Wholesale Trade,-1590763.34601757,-4759.0490498133004,-2162.2563790440445,-1597684.6514464275
Bay,2001,Output,396,44-45 Retail trade,0,-64.156072192386745,-1160.0826261603913,-1224.2386983527781
Bay,2001,Output,408,48-49 Transportation & Warehousing,0,-5568.0516799791867,-2169.8876294119427,-7737.9393093911303
Bay,2001,Output,417,51-56 Professional Services,0,-23049.359226850262,-56534.899396003908,-79584.258622854162
Bay,2001,Output,472,"61-72 Educational, Health, Recreation Service",0,-674.98334168568601,-3331.5630929164981,-4006.5464346021854
Bay,2001,Output,518,92 Government & non NAICs,0,-2489.807140120623,-1444.5810503664407,-3934.3881904870636
Benzie,2001,Output,0,Total,-78061.954934502501,-3331.4848095337256,-2877.0521484435185,-84270.491892479738
Benzie,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-0.39189445506769177,-17.00066733162469,-17.392561786692387
Benzie,2001,Output,20,21 Mining,0,-11.462053761152166,-7.5971240084894784,-19.059177769641643
Benzie,2001,Output,41,22 Utilities,0,-0.48829387645594757,-0.80226156470036303,-1.2905554411563105
Benzie,2001,Output,52,23 Construction,0,-7.4700948324829906,-2.403429822996042,-9.8735246554790326
Benzie,2001,Output,65,31-33 Manufacturing,0,-18.312816053328863,-18.395740525968627,-36.708556579297493
Benzie,2001,Output,395,42 Wholesale Trade,-78061.954934502501,-65.223722712515155,-19.074363460056965,-78146.253020675067
Benzie,2001,Output,396,44-45 Retail trade,0,-3.3275577256005269,-67.165112975488398,-70.492670701088912
Benzie,2001,Output,408,48-49 Transportation & Warehousing,0,-259.81617549788905,-15.883492008932342,-275.69966750682147
Benzie,2001,Output,417,51-56 Professional Services,0,-2774.699134403299,-2379.4155679471191,-5154.1147023504182
Benzie,2001,Output,472,"61-72 Educational, Health, Recreation Service",0,-146.02701604396503,-348.35783337841258,-494.38484942237773
Benzie,2001,Output,518,92 Government & non NAICs,0,-44.266050171969333,-0.95655541972985547,-45.222605591699185
Berrien,2001,Output,0,Total,-2630320.4591260101,-288794.8840538268,-241171.70223388699,-3160287.0454137237
Berrien,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-17.292295081793636,-985.67521561561159,-1002.9675106974053
Berrien,2001,Output,20,21 Mining,0,-49.463695509778582,-98.070605763062446,-147.53430127284102
Berrien,2001,Output,41,22 Utilities,0,-23052.808361275751,-17107.026145529362,-40159.834506805113
Berrien,2001,Output,52,23 Construction,0,-666.87435504059874,-331.40917239950181,-998.28352744010056
Berrien,2001,Output,65,31-33 Manufacturing,0,-24621.422240051787,-1545.4239116339481,-26166.846151685735
Berrien,2001,Output,395,42 Wholesale Trade,-2630320.4591260101,-4513.6765252491459,-2197.8929623038621,-2637032.0286135632
Berrien,2001,Output,396,44-45 Retail trade,0,-969.41670726785094,-15941.680683042097,-16911.097390309951
Berrien,2001,Output,408,48-49 Transportation & Warehousing,0,-19814.936366618902,-5155.0983452608261,-24970.034711879725
Berrien,2001,Output,417,51-56 Professional Services,0,-196720.75976530285,-146110.28168621179,-342831.04145151452
Berrien,2001,Output,472,"61-72 Educational, Health, Recreation Service",0,-11664.884652975879,-49788.498533447069,-61453.383186422943
Berrien,2001,Output,518,92 Government & non NAICs,0,-6703.3490894524648,-1910.6449726798342,-8613.9940621322985
Branch,2001,Output,0,Total,-693043.13549294404,-17319.457316086769,-32545.200573220089,-742907.79338225105
Branch,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-14.147779647951765,-421.0033080284004,-435.15108767635212
Branch,2001,Output,20,21 Mining,0,-0.12816574875348663,-8.8015134352464148,-8.9296791839999017
Branch,2001,Output,41,22 Utilities,0,-332.08943594769585,-964.50747435572157,-1296.5969103034174
Branch,2001,Output,52,23 Construction,0,-20.609717606780439,-10.294416374797121,-30.904133981577559
Branch,2001,Output,65,31-33 Manufacturing,0,-766.69150283756687,-343.5066327779362,-1110.1981356155034
Branch,2001,Output,395,42 Wholesale Trade,-693043.13549294404,-1012.886624472565,-477.63936443009482,-694533.66148184671
Branch,2001,Output,396,44-45 Retail trade,0,-38.497237180541127,-790.06650593731911,-828.56374311786021
Branch,2001,Output,408,48-49 Transportation & Warehousing,0,-2024.3996934205384,-1022.6654910756797,-3047.0651844962181
Branch,2001,Output,417,51-56 Professional Services,0,-12087.548320146576,-26464.872953547503,-38552.42127369409
Branch,2001,Output,472,"61-72 Educational, Health, Recreation Service",0,-328.34949606247523,-1657.7932087967511,-1986.1427048592268
Branch,2001,Output,518,92 Government & non NAICs,0,-694.10934301532575,-384.04970446064118,-1078.1590474759669
Calhoun,2001,Output,0,Total,-1587308.1650411,-53134.551317138787,-87297.210657887248,-1727739.9270161262
Calhoun,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-3.9493208605426275,-61.070500033039515,-65.01982089358215
Calhoun,2001,Output,20,21 Mining,0,-9.0906685546857773,-7.3721294251787279,-16.462797979864504
Calhoun,2001,Output,41,22 Utilities,0,-221.80601234961216,-790.41471554000429,-1012.2207278896165
Calhoun,2001,Output,52,23 Construction,0,-63.263400228749958,-50.350883016201678,-113.61428324495164
Calhoun,2001,Output,65,31-33 Manufacturing,0,-1751.3482039076544,-1072.6979478103585,-2824.046151718012
Calhoun,2001,Output,395,42 Wholesale Trade,-1587308.1650411,-2384.0064491454978,-1431.4522639265149,-1591123.6237541721
Calhoun,2001,Output,396,44-45 Retail trade,0,-80.098970122330343,-2391.534013982523,-2471.6329841048532
Calhoun,2001,Output,408,48-49 Transportation & Warehousing,0,-6534.1733286982699,-1507.3426990400244,-8041.5160277382956
Calhoun,2001,Output,417,51-56 Professional Services,0,-40403.19547133342,-71316.649134534426,-111719.84460586787
Calhoun,2001,Output,472,"61-72 Educational, Health, Recreation Service",0,-1047.6795439373175,-8638.3436150153047,-9686.0231589526229
Calhoun,2001,Output,518,92 Government & non NAICs,0,-635.93994800070573,-29.982755563679632,-665.9227035643853
Cass,2001,Output,0,Total,-590891.56411041506,-17353.9801380186,-28597.985928445909,-636843.53017687972
Cass,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-2.8951516254050067,-87.186341735062442,-90.081493360467448
Cass,2001,Output,20,21 Mining,0,-36.402038733108697,-38.082413289135701,-74.484452022244369
Cass,2001,Output,41,22 Utilities,0,-2518.6332666688654,-1601.6636150929348,-4120.2968817618003
Cass,2001,Output,52,23 Construction,0,-24.107684094555413,-10.470618879110905,-34.578302973666318
Cass,2001,Output,65,31-33 Manufacturing,0,-435.62803033054314,-50.437140731052772,-486.06517106159589
Cass,2001,Output,395,42 Wholesale Trade,-590891.56411041506,-662.97905461874325,-285.11993329564143,-591839.66309832945
Cass,2001,Output,396,44-45 Retail trade,0,-33.397114664848189,-719.21244472672686,-752.60955939157498
Cass,2001,Output,408,48-49 Transportation & Warehousing,0,-2176.3020455424039,-469.30218622373962,-2645.6042317661436
Cass,2001,Output,417,51-56 Professional Services,0,-10674.704721666047,-22927.211278837964,-33601.916000503996
Cass,2001,Output,472,"61-72 Educational, Health, Recreation Service",0,-526.36212086888384,-2322.0027646481499,-2848.3648855170327
Cass,2001,Output,518,92 Government & non NAICs,0,-262.56890920519567,-87.297190986390603,-349.86610019158627
Charlevoix,2001,Output,0,Total,-103740.64113222,-13840.752436731082,-10941.412666535445,-128522.80623548653
Charlevoix,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-8.0943874959708193,-31.590713415655806,-39.68510091162662
Charlevoix,2001,Output,20,21 Mining,0,-23.337086538015765,-27.423093961602916,-50.760180499618677
Charlevoix,2001,Output,41,22 Utilities,0,-1352.8390882801507,-892.55151449876973,-2245.3906027789203
Charlevoix,2001,Output,52,23 Construction,0,-113.1242973975918,-46.993746290317418,-160.11804368790922
Charlevoix,2001,Output,65,31-33 Manufacturing,0,-490.77086496201304,-55.706582373391576,-546.47744733540458
Charlevoix,2001,Output,395,42 Wholesale Trade,-103740.64113222,-117.53452459820255,-50.502017171356989,-103908.67767398956
Charlevoix,2001,Output,396,44-45 Retail trade,0,-36.113430262576642,-739.38219505029201,-775.49562531286881
Charlevoix,2001,Output,408,48-49 Transportation & Warehousing,0,-959.91655806613778,-199.77071547867075,-1159.6872735448085
Charlevoix,2001,Output,417,51-56 Professional Services,0,-9355.2968335788482,-6225.9764815465905,-15581.273315125443
Charlevoix,2001,Output,472,"61-72 Educational, Health, Recreation Service",0,-961.63677154389939,-2653.9375755044848,-3615.5743470483831
Charlevoix,2001,Output,518,92 Government & non NAICs,0,-422.08859400767471,-17.578031244312587,-439.66662525198728
Cheboygan,2001,Output,0,Total,-153050.53400058701,-12436.396725240629,-10938.433685561451,-176425.36441138905
Cheboygan,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-3.692679425021212,-55.327564701517218,-59.020244126538437
Cheboygan,2001,Output,20,21 Mining,0,-8.3223860153373721,-5.3112016595387734,-13.633587674876145
Cheboygan,2001,Output,41,22 Utilities,0,-444.42206812656366,-264.45703930628451,-708.87910743284806
Cheboygan,2001,Output,52,23 Construction,0,-79.644849348023754,-29.087821907479082,-108.73267125550282
Cheboygan,2001,Output,65,31-33 Manufacturing,0,-292.35012730508072,-35.592826956519652,-327.94295426160028
Cheboygan,2001,Output,395,42 Wholesale Trade,-153050.53400058701,-308.92510911202407,-110.1751904857572,-153469.63430018479
Cheboygan,2001,Output,396,44-45 Retail trade,0,-75.167616979650546,-1049.2446274784284,-1124.4122444580792
Cheboygan,2001,Output,408,48-49 Transportation & Warehousing,0,-872.39939596504087,-253.74654796109425,-1126.1459439261353
Cheboygan,2001,Output,417,51-56 Professional Services,0,-9091.5742122542706,-6615.9004166485101,-15707.474628902781
Cheboygan,2001,Output,472,"61-72 Educational, Health, Recreation Service",0,-936.50923366378629,-2508.6216510034892,-3445.1308846672764
Cheboygan,2001,Output,518,92 Government & non NAICs,0,-323.38904704582995,-10.968797452832522,-334.35784449866247
Chippewa,2001,Output,0,Total,-120013.06428982101,-11344.886291972834,-8497.218801740275,-139855.16938353411
Chippewa,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-0.84892808059413005,-16.087134932985983,-16.936063013580117
Chippewa,2001,Output,20,21 Mining,0,-10.838730681913278,-13.182636957731852,-24.021367639645131
Chippewa,2001,Output,41,22 Utilities,0,-888.86097508677528,-537.13951748313684,-1426.0004925699122
Chippewa,2001,Output,52,23 Construction,0,-24.426820929046411,-9.6596095791623142,-34.086430508208721
Chippewa,2001,Output,65,31-33 Manufacturing,0,-125.18442849940689,-26.775339317529134,-151.95976781693597
Chippewa,2001,Output,395,42 Wholesale Trade,-120013.06428982101,-117.91559170206892,-43.038103219873456,-120174.01798474295
Chippewa,2001,Output,396,44-45 Retail trade,0,-30.882495281641134,-518.80169755176962,-549.68419283341063
Chippewa,2001,Output,408,48-49 Transportation & Warehousing,0,-1035.2164057577404,-239.60220601754836,-1274.8186117752887
Chippewa,2001,Output,417,51-56 Professional Services,0,-6548.6278966879408,-4944.2831820449701,-11492.911078732914
Chippewa,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-412.19026369409329,-1364.0403792395096,-1776.2306429336031
Chippewa,2001,Output,518,92 Government & non NAICs,0,-2149.8937555716138,-784.60899539605884,-2934.5027509676729
Clare,2001,Output,0,Total,-590891.56411041506,-21032.713179833161,-25662.879716747731,-637587.15700699599
Clare,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-17.550856579723114,-121.04566329055834,-138.59651987028147
Clare,2001,Output,20,21 Mining,0,-34.687084785758081,-33.091404749136643,-67.778489534894746
Clare,2001,Output,41,22 Utilities,0,-173.96936272736448,-350.03102240858749,-524.000385135952
Clare,2001,Output,52,23 Construction,0,-40.595983534874208,-13.263207625945425,-53.859191160819634
Clare,2001,Output,65,31-33 Manufacturing,0,-2689.1986772074806,-1661.561723566093,-4350.7604007735736
Clare,2001,Output,395,42 Wholesale Trade,-590891.56411041506,-1228.6807957623387,-435.79558829714063,-592556.04049447458
Clare,2001,Output,396,44-45 Retail trade,0,-84.216995002579779,-1257.1617969541367,-1341.3787919567162
Clare,2001,Output,408,48-49 Transportation & Warehousing,0,-4472.1774545487015,-1234.798018209005,-5706.9754727577065
Clare,2001,Output,417,51-56 Professional Services,0,-11423.252784366707,-18528.745478896504,-29951.998263263205
Clare,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-650.75250214359914,-2020.7259974815624,-2671.4784996251619
Clare,2001,Output,518,92 Government & non NAICs,0,-217.63068317403278,-6.6598152690657724,-224.29049844309856
Clinton,2001,Output,0,Total,-897738.723300218,-21856.980932241077,-33206.035883263059,-952801.74011572194
Clinton,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-18.006912615395109,-226.17684113508372,-244.18375375047879
Clinton,2001,Output,20,21 Mining,0,-85.984585477383121,-90.903762118711683,-176.88834759609483
Clinton,2001,Output,41,22 Utilities,0,-0.16502366459152862,-0.39301398662501358,-0.55803765121654214
Clinton,2001,Output,52,23 Construction,0,-7.9915017766638448,-5.590858389421971,-13.582360166085817
Clinton,2001,Output,65,31-33 Manufacturing,0,-217.98819712643964,-193.28936623558454,-411.27756336202424
Clinton,2001,Output,395,42 Wholesale Trade,-897738.723300218,-1435.9781967690215,-575.06205357155875,-899749.76355055859
Clinton,2001,Output,396,44-45 Retail trade,0,-36.502477707657384,-431.82999271651619,-468.33247042417361
Clinton,2001,Output,408,48-49 Transportation & Warehousing,0,-4015.1633928795195,-641.77306917790247,-4656.9364620574215
Clinton,2001,Output,417,51-56 Professional Services,0,-15803.613818020916,-30162.817406809747,-45966.431224830674
Clinton,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-203.27942671339844,-877.19013131968723,-1080.4695580330856
Clinton,2001,Output,518,92 Government & non NAICs,0,-32.307399490090688,-1.0093878022139891,-33.316787292304674
Crawford,2001,Output,0,Total,-129476.353427742,-3265.5540586858901,-5063.8297506467688,-137805.73723707467
Crawford,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00069299920350539908,-2.6244200392866688,-2.625113038490174
Crawford,2001,Output,20,21 Mining,0,-8.1390491197873924,-7.2748708931664785,-15.413920012953872
Crawford,2001,Output,41,22 Utilities,0,-77.935281951935551,-170.18801077598062,-248.12329272791618
Crawford,2001,Output,52,23 Construction,0,-5.8781490975900903,-2.0361162888551196,-7.9142653864452104
Crawford,2001,Output,65,31-33 Manufacturing,0,-216.7091660076305,-40.089076776504399,-256.79824278413486
Crawford,2001,Output,395,42 Wholesale Trade,-129476.353427742,-184.43023527956393,-66.03389147640857,-129726.81755449798
Crawford,2001,Output,396,44-45 Retail trade,0,-16.958326339391512,-204.87356260937827,-221.83188894876977
Crawford,2001,Output,408,48-49 Transportation & Warehousing,0,-365.22400412373577,-143.20908900381829,-508.43309312755417
Crawford,2001,Output,417,51-56 Professional Services,0,-2198.3303315768089,-3924.2357052325146,-6122.566036809324
Crawford,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-148.10697361473231,-502.03561526744346,-650.14258888217591
Crawford,2001,Output,518,92 Government & non NAICs,0,-43.84184857551044,-1.2293922834129389,-45.071240858923382
Delta,2001,Output,0,Total,-403791.475600801,-50864.716128856104,-54080.848992774612,-508737.04072243179
Delta,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-2.5014451527489161,-53.23126234926027,-55.732707502009177
Delta,2001,Output,20,21 Mining,0,-11.051570459507442,-20.828771743883276,-31.880342203390715
Delta,2001,Output,41,22 Utilities,0,-1949.1579751207426,-1860.6869905900289,-3809.8449657107712
Delta,2001,Output,52,23 Construction,0,-260.67731200678372,-157.0226180140356,-417.69993002081935
Delta,2001,Output,65,31-33 Manufacturing,0,-1023.0876712008788,-213.13303374543779,-1236.2207049463168
Delta,2001,Output,395,42 Wholesale Trade,-403791.475600801,-1150.7319230691064,-593.73780792867751,-405535.94533179881
Delta,2001,Output,396,44-45 Retail trade,0,-283.61870467551984,-5543.1052793732233,-5826.7239840487428
Delta,2001,Output,408,48-49 Transportation & Warehousing,0,-7365.6897334499745,-1412.8088005774764,-8778.4985340274507
Delta,2001,Output,417,51-56 Professional Services,0,-32878.648745183236,-29442.251212437986,-62320.899957621237
Delta,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-3961.4165455651973,-14668.870067270223,-18630.286612835422
Delta,2001,Output,518,92 Government & non NAICs,0,-1978.1345029724123,-115.17314874437292,-2093.3076517167851
Dickinson,2001,Output,0,Total,-529779.09111093194,-51918.40715633423,-52859.30942662336,-634556.80769388948
Dickinson,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-7.5253660816626553,-138.09192409907624,-145.61729018073891
Dickinson,2001,Output,20,21 Mining,0,-12.226881051935671,-11.519153736148626,-23.746034788084295
Dickinson,2001,Output,41,22 Utilities,0,-4274.9669834904562,-3195.5680032711862,-7470.5349867616414
Dickinson,2001,Output,52,23 Construction,0,-317.29109740955784,-169.57820945529193,-486.86930686484976
Dickinson,2001,Output,65,31-33 Manufacturing,0,-1704.35043336544,-655.01806660968487,-2359.3684999751258
Dickinson,2001,Output,395,42 Wholesale Trade,-529779.09111093194,-3119.0156904095784,-1499.0346950313553,-534397.14149637287
Dickinson,2001,Output,396,44-45 Retail trade,0,-278.98456202328782,-5490.9524198868849,-5769.9369819101721
Dickinson,2001,Output,408,48-49 Transportation & Warehousing,0,-6828.6135857116706,-1784.6864686453705,-8613.3000543570433
Dickinson,2001,Output,417,51-56 Professional Services,0,-29009.846529713835,-27269.557462413235,-56279.403992127067
Dickinson,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-3291.2939003310439,-12478.496136985639,-15769.790037316678
Dickinson,2001,Output,518,92 Government & non NAICs,0,-3074.29212674576,-166.80688648948808,-3241.0990132352481
Eaton,2001,Output,0,Total,-1317293.5046071401,-35508.020669505306,-58049.347557041729,-1410850.8728336871
Eaton,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-3.4838258344972011,-47.949855869223541,-51.433681703720737
Eaton,2001,Output,20,21 Mining,0,-16.785639516241869,-78.435799645794077,-95.221439162035921
Eaton,2001,Output,41,22 Utilities,0,-1.4590424278867493,-3.6250789711944424,-5.0841213990811918
Eaton,2001,Output,52,23 Construction,0,-13.956714739896293,-11.964794132543027,-25.921508872439318
Eaton,2001,Output,65,31-33 Manufacturing,0,-135.0545903346204,-331.10723095290223,-466.16182128752251
Eaton,2001,Output,395,42 Wholesale Trade,-1317293.5046071401,-2097.3410663048271,-848.12663709520086,-1320238.97231054
Eaton,2001,Output,396,44-45 Retail trade,0,-108.46206079626232,-1300.1706701758849,-1408.6327309721471
Eaton,2001,Output,408,48-49 Transportation & Warehousing,0,-1627.6680546400314,-512.68964941092713,-2140.3577040509581
Eaton,2001,Output,417,51-56 Professional Services,0,-30564.380595830138,-52733.459654887345,-83297.840250717461
Eaton,2001,Output,472,"61-81 Educational, Health, Recreation Service",0,-243.77752930390264,-1642.9563821594395,-1886.7339114633417
Eaton,2001,Output,518,92 Government & non NAICs,0,-695.65154977700024,-538.86180374127264,-1234.5133535182729
Emmet,2001,Output,0,Total,-420512.54346150003,-37943.254281314061,-36215.045204061993,-494670.84294687607
Emmet,2001,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-1.8607976392685779,-102.37353628950736,-104.23433392877594
Emmet,2001,Output,20,21 Mining,0,-9.4477671942469872,-15.418572775602456,-24.866339969849442
