Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
350,Motor vehicle gasoline engine and engine parts manufacturing,7001,Other Property Type Income,0
350,Motor vehicle gasoline engine and engine parts manufacturing,8001,Tax on Production and Imports,0
351,Motor vehicle electrical and electronic equipment manufacturing,5001,Employee Compensation,0
351,Motor vehicle electrical and electronic equipment manufacturing,6001,Proprietor Income,0
351,Motor vehicle electrical and electronic equipment manufacturing,7001,Other Property Type Income,0
351,Motor vehicle electrical and electronic equipment manufacturing,8001,Tax on Production and Imports,0
352,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",5001,Employee Compensation,0
352,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",6001,Proprietor Income,0
352,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",7001,Other Property Type Income,0
352,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",8001,Tax on Production and Imports,0
353,Motor vehicle transmission and power train parts manufacturing,5001,Employee Compensation,0
353,Motor vehicle transmission and power train parts manufacturing,6001,Proprietor Income,0
353,Motor vehicle transmission and power train parts manufacturing,7001,Other Property Type Income,0
353,Motor vehicle transmission and power train parts manufacturing,8001,Tax on Production and Imports,0
354,Motor vehicle seating and interior trim manufacturing,5001,Employee Compensation,0
354,Motor vehicle seating and interior trim manufacturing,6001,Proprietor Income,0
354,Motor vehicle seating and interior trim manufacturing,7001,Other Property Type Income,0
354,Motor vehicle seating and interior trim manufacturing,8001,Tax on Production and Imports,0
355,Motor vehicle metal stamping,5001,Employee Compensation,0
355,Motor vehicle metal stamping,6001,Proprietor Income,0
355,Motor vehicle metal stamping,7001,Other Property Type Income,0
355,Motor vehicle metal stamping,8001,Tax on Production and Imports,0
356,Other motor vehicle parts manufacturing,20,Extraction of natural gas and crude petroleum,0.0011112294973486953
356,Other motor vehicle parts manufacturing,50,Natural gas distribution,0.094136407387226839
356,Other motor vehicle parts manufacturing,62,Maintenance and repair construction of nonresidential structures,0.156704179228635
356,Other motor vehicle parts manufacturing,134,Sawmills,0.056744356518030781
356,Other motor vehicle parts manufacturing,138,Reconstituted wood product manufacturing,0.048816336942620442
356,Other motor vehicle parts manufacturing,145,All other miscellaneous wood product manufacturing,0.0066706677164498074
356,Other motor vehicle parts manufacturing,154,Printing,0.0055522291064178386
356,Other motor vehicle parts manufacturing,180,Polish and other sanitation good manufacturing,6.5672625072040261E-05
356,Other motor vehicle parts manufacturing,195,Other plastics product manufacturing,0.0010384511629026663
356,Other motor vehicle parts manufacturing,206,Ready-mix concrete manufacturing,0.00098239488038012052
356,Other motor vehicle parts manufacturing,236,Handtool manufacturing,0.00036970319842399499
356,Other motor vehicle parts manufacturing,261,Other fabricated metal manufacturing,0.002454584492827025
356,Other motor vehicle parts manufacturing,278,Industrial mold manufacturing,0.0013349033909436855
356,Other motor vehicle parts manufacturing,282,Rolling mill and other metalworking machinery manufacturing,0.00047371660168983587
356,Other motor vehicle parts manufacturing,346,Motor vehicle body manufacturing,4.9774299151311187E-05
356,Other motor vehicle parts manufacturing,356,Other motor vehicle parts manufacturing,0.10699009851342201
356,Other motor vehicle parts manufacturing,378,Blind and shade manufacturing,7.5605868716197358E-05
356,Other motor vehicle parts manufacturing,385,Sporting and athletic goods manufacturing,8.4284842558149668E-06
356,Other motor vehicle parts manufacturing,395,Wholesale trade,1.2509391715759719
356,Other motor vehicle parts manufacturing,396,Retail - Motor vehicle and parts dealers,0.11447510138652817
356,Other motor vehicle parts manufacturing,397,Retail - Furniture and home furnishings stores,0.0014654000607045997
356,Other motor vehicle parts manufacturing,398,Retail - Electronics and appliance stores,0.00029990608856722729
356,Other motor vehicle parts manufacturing,399,Retail - Building material and garden equipment and supplies stores,0.0083251213258631607
356,Other motor vehicle parts manufacturing,400,Retail - Food and beverage stores,0.015927119498430398
356,Other motor vehicle parts manufacturing,401,Retail - Health and personal care stores,0.017086172334489724
356,Other motor vehicle parts manufacturing,402,Retail - Gasoline stores,0.014116927907666943
356,Other motor vehicle parts manufacturing,403,Retail - Clothing and clothing accessories stores,0.0076189418590653646
356,Other motor vehicle parts manufacturing,404,"Retail - Sporting goods, hobby, musical instrument and book stores",0.0029600486158464778
356,Other motor vehicle parts manufacturing,405,Retail - General merchandise stores,0.042331404782212534
356,Other motor vehicle parts manufacturing,406,Retail - Miscellaneous store retailers,0.013656570344420027
356,Other motor vehicle parts manufacturing,407,Retail - Nonstore retailers,0.04883717240999097
356,Other motor vehicle parts manufacturing,411,Truck transportation,0.11090565434059663
356,Other motor vehicle parts manufacturing,412,Transit and ground passenger transportation,0.013770768901369301
356,Other motor vehicle parts manufacturing,414,Scenic and sightseeing transportation and support activities for transportation,0.0010415797377239522
356,Other motor vehicle parts manufacturing,416,Warehousing and storage,0.0062431368523495623
356,Other motor vehicle parts manufacturing,417,Newspaper publishers,0.015554951844142573
356,Other motor vehicle parts manufacturing,425,Radio and television broadcasting,0.01917011955026704
356,Other motor vehicle parts manufacturing,427,Wired telecommunications carriers,0.013683155258825686
356,Other motor vehicle parts manufacturing,432,Internet publishing and broadcasting and web search portals,0.0024153881333070087
356,Other motor vehicle parts manufacturing,433,Monetary authorities and depository credit intermediation,0.097295912250993766
356,Other motor vehicle parts manufacturing,434,Nondepository credit intermediation and related activities,0.011203487481595942
356,Other motor vehicle parts manufacturing,437,Insurance carriers,0.0032620399735066585
356,Other motor vehicle parts manufacturing,438,"Insurance agencies, brokerages, and related activities",0.024425281997795478
356,Other motor vehicle parts manufacturing,440,Real estate,0.00099111429680108498
356,Other motor vehicle parts manufacturing,443,General and consumer goods rental except video tapes and discs,0.0026212378324161206
356,Other motor vehicle parts manufacturing,445,Commercial and industrial machinery and equipment rental and leasing,0.013060397625083708
356,Other motor vehicle parts manufacturing,446,Lessors of nonfinancial intangible assets,0.19180125702847306
356,Other motor vehicle parts manufacturing,447,Legal services,0.016735013291839462
356,Other motor vehicle parts manufacturing,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.050405870043023437
356,Other motor vehicle parts manufacturing,449,"Architectural, engineering, and related services",0.031510340118018343
356,Other motor vehicle parts manufacturing,451,Custom computer programming services,9.1082744060886831E-05
356,Other motor vehicle parts manufacturing,452,Computer systems design services,0.00016297829882673011
356,Other motor vehicle parts manufacturing,454,Management consulting services,0.022845989521674825
356,Other motor vehicle parts manufacturing,456,Scientific research and development services,0.0011913564676969968
356,Other motor vehicle parts manufacturing,457,"Advertising, public relations, and related services",0.048123114879043083
356,Other motor vehicle parts manufacturing,462,Office administrative services,0.0025569616579872861
356,Other motor vehicle parts manufacturing,464,Employment services,0.016225004297024337
356,Other motor vehicle parts manufacturing,465,Business support services,0.026631861614552221
356,Other motor vehicle parts manufacturing,467,Investigation and security services,0.022488878810059232
356,Other motor vehicle parts manufacturing,468,Services to buildings,0.023299151685000075
356,Other motor vehicle parts manufacturing,469,Landscape and horticultural services,0.005510589892763873
356,Other motor vehicle parts manufacturing,471,Waste management and remediation services,0.042811379194400923
356,Other motor vehicle parts manufacturing,488,Performing arts companies,6.0454015766625135E-05
356,Other motor vehicle parts manufacturing,492,"Independent artists, writers, and performers",0.0082050226467150766
356,Other motor vehicle parts manufacturing,496,Other amusement and recreation industries,0.002095922587009913
356,Other motor vehicle parts manufacturing,497,Fitness and recreational sports centers,0.0015024301343187357
356,Other motor vehicle parts manufacturing,499,"Hotels and motels, including casino hotels",2.2369133399736518E-05
356,Other motor vehicle parts manufacturing,500,Other accommodations,1.2550613652052814E-07
356,Other motor vehicle parts manufacturing,501,Full-service restaurants,0.016480944566501066
356,Other motor vehicle parts manufacturing,502,Limited-service restaurants,0.057496389477073695
356,Other motor vehicle parts manufacturing,503,All other food and drinking places,0.0022397165877865166
356,Other motor vehicle parts manufacturing,504,"Automotive repair and maintenance, except car washes",0.015261184178310572
356,Other motor vehicle parts manufacturing,505,Car washes,0.00092597520967499514
356,Other motor vehicle parts manufacturing,506,Electronic and precision equipment repair and maintenance,0.0021155171320620253
356,Other motor vehicle parts manufacturing,507,Commercial and industrial machinery and equipment repair and maintenance,0.0088438456893563666
356,Other motor vehicle parts manufacturing,508,Personal and household goods repair and maintenance,0.0078458857506615853
356,Other motor vehicle parts manufacturing,511,Dry-cleaning and laundry services,0.0008014114570909503
356,Other motor vehicle parts manufacturing,515,Business and professional associations,0.0027351513952235673
356,Other motor vehicle parts manufacturing,516,Labor and civic organizations,5.3573777029733427E-05
356,Other motor vehicle parts manufacturing,5001,Employee Compensation,7.2189321517944336
356,Other motor vehicle parts manufacturing,6001,Proprietor Income,0
356,Other motor vehicle parts manufacturing,7001,Other Property Type Income,6.1636958122253418
356,Other motor vehicle parts manufacturing,8001,Tax on Production and Imports,0.22520741820335388
356,Other motor vehicle parts manufacturing,11001,Federal Government NonDefense,5.229178051224999E-05
356,Other motor vehicle parts manufacturing,12001,State/Local Govt NonEducation,0.018820628373773986
356,Other motor vehicle parts manufacturing,14002,Inventory Additions/Deletions,0.00036733110293793388
356,Other motor vehicle parts manufacturing,25001,Foreign Trade,5.5234948150048977
356,Other motor vehicle parts manufacturing,28001,Domestic Trade,23.276768046179374
357,Aircraft manufacturing,5001,Employee Compensation,0
357,Aircraft manufacturing,6001,Proprietor Income,0
357,Aircraft manufacturing,7001,Other Property Type Income,0
357,Aircraft manufacturing,8001,Tax on Production and Imports,0
358,Aircraft engine and engine parts manufacturing,5001,Employee Compensation,0
358,Aircraft engine and engine parts manufacturing,6001,Proprietor Income,0
358,Aircraft engine and engine parts manufacturing,7001,Other Property Type Income,0
358,Aircraft engine and engine parts manufacturing,8001,Tax on Production and Imports,0
359,Other aircraft parts and auxiliary equipment manufacturing,5001,Employee Compensation,0
359,Other aircraft parts and auxiliary equipment manufacturing,6001,Proprietor Income,0
359,Other aircraft parts and auxiliary equipment manufacturing,7001,Other Property Type Income,0
359,Other aircraft parts and auxiliary equipment manufacturing,8001,Tax on Production and Imports,0
360,Guided missile and space vehicle manufacturing,5001,Employee Compensation,0
360,Guided missile and space vehicle manufacturing,6001,Proprietor Income,0
360,Guided missile and space vehicle manufacturing,7001,Other Property Type Income,0
360,Guided missile and space vehicle manufacturing,8001,Tax on Production and Imports,0
361,Propulsion units and parts for space vehicles and guided missiles manufacturing,5001,Employee Compensation,0
361,Propulsion units and parts for space vehicles and guided missiles manufacturing,6001,Proprietor Income,0
361,Propulsion units and parts for space vehicles and guided missiles manufacturing,7001,Other Property Type Income,0
361,Propulsion units and parts for space vehicles and guided missiles manufacturing,8001,Tax on Production and Imports,0
362,Railroad rolling stock manufacturing,5001,Employee Compensation,0
362,Railroad rolling stock manufacturing,6001,Proprietor Income,0
362,Railroad rolling stock manufacturing,7001,Other Property Type Income,0
362,Railroad rolling stock manufacturing,8001,Tax on Production and Imports,0
363,Ship building and repairing,5001,Employee Compensation,0
363,Ship building and repairing,6001,Proprietor Income,0
363,Ship building and repairing,7001,Other Property Type Income,0
363,Ship building and repairing,8001,Tax on Production and Imports,0
364,Boat building,5001,Employee Compensation,0
364,Boat building,6001,Proprietor Income,0
364,Boat building,7001,Other Property Type Income,0
364,Boat building,8001,Tax on Production and Imports,0
365,"Motorcycle, bicycle, and parts manufacturing",5001,Employee Compensation,0
365,"Motorcycle, bicycle, and parts manufacturing",6001,Proprietor Income,0
365,"Motorcycle, bicycle, and parts manufacturing",7001,Other Property Type Income,0
365,"Motorcycle, bicycle, and parts manufacturing",8001,Tax on Production and Imports,0
366,"Military armored vehicle, tank, and tank component manufacturing",5001,Employee Compensation,0
366,"Military armored vehicle, tank, and tank component manufacturing",6001,Proprietor Income,0
366,"Military armored vehicle, tank, and tank component manufacturing",7001,Other Property Type Income,0
366,"Military armored vehicle, tank, and tank component manufacturing",8001,Tax on Production and Imports,0
367,All other transportation equipment manufacturing,5001,Employee Compensation,0
367,All other transportation equipment manufacturing,6001,Proprietor Income,0
367,All other transportation equipment manufacturing,7001,Other Property Type Income,0
367,All other transportation equipment manufacturing,8001,Tax on Production and Imports,0
368,Wood kitchen cabinet and countertop manufacturing,5001,Employee Compensation,0
368,Wood kitchen cabinet and countertop manufacturing,6001,Proprietor Income,0
368,Wood kitchen cabinet and countertop manufacturing,7001,Other Property Type Income,0
368,Wood kitchen cabinet and countertop manufacturing,8001,Tax on Production and Imports,0
369,Upholstered household furniture manufacturing,20,Extraction of natural gas and crude petroleum,2.3480572049475266E-05
369,Upholstered household furniture manufacturing,50,Natural gas distribution,0.0024265299089409331
369,Upholstered household furniture manufacturing,62,Maintenance and repair construction of nonresidential structures,0.0041286453484006835
369,Upholstered household furniture manufacturing,134,Sawmills,0.014951353198839001
369,Upholstered household furniture manufacturing,138,Reconstituted wood product manufacturing,0.0080821934885737523
369,Upholstered household furniture manufacturing,145,All other miscellaneous wood product manufacturing,0.00065273586144989904
369,Upholstered household furniture manufacturing,154,Printing,0.0009139514922144043
369,Upholstered household furniture manufacturing,180,Polish and other sanitation good manufacturing,3.7251437658106126E-06
369,Upholstered household furniture manufacturing,195,Other plastics product manufacturing,3.1297772757443113E-05
369,Upholstered household furniture manufacturing,236,Handtool manufacturing,7.8334998811369495E-07
369,Upholstered household furniture manufacturing,261,Other fabricated metal manufacturing,2.0313217822075583E-05
369,Upholstered household furniture manufacturing,278,Industrial mold manufacturing,6.4908954132118389E-06
369,Upholstered household furniture manufacturing,282,Rolling mill and other metalworking machinery manufacturing,8.9762628411142742E-06
369,Upholstered household furniture manufacturing,346,Motor vehicle body manufacturing,1.5047700773295858E-07
369,Upholstered household furniture manufacturing,356,Other motor vehicle parts manufacturing,0.00032346083746620513
369,Upholstered household furniture manufacturing,369,Upholstered household furniture manufacturing,0.00016926419888042485
369,Upholstered household furniture manufacturing,378,Blind and shade manufacturing,1.2762918266744311E-06
369,Upholstered household furniture manufacturing,385,Sporting and athletic goods manufacturing,1.6270691074056601E-07
369,Upholstered household furniture manufacturing,395,Wholesale trade,0.096312168625818373
369,Upholstered household furniture manufacturing,397,Retail - Furniture and home furnishings stores,4.6649635104405868E-05
369,Upholstered household furniture manufacturing,398,Retail - Electronics and appliance stores,9.5472275318463865E-06
369,Upholstered household furniture manufacturing,399,Retail - Building material and garden equipment and supplies stores,0.00026502238458689029
369,Upholstered household furniture manufacturing,400,Retail - Food and beverage stores,0.0005971625967314681
369,Upholstered household furniture manufacturing,401,Retail - Health and personal care stores,0.00054392219641075795
369,Upholstered household furniture manufacturing,402,Retail - Gasoline stores,0.00044939910646502046
369,Upholstered household furniture manufacturing,403,Retail - Clothing and clothing accessories stores,0.00024254184606136223
369,Upholstered household furniture manufacturing,404,"Retail - Sporting goods, hobby, musical instrument and book stores",9.42303551773431E-05
369,Upholstered household furniture manufacturing,405,Retail - General merchandise stores,0.0011203413985469007
369,Upholstered household furniture manufacturing,406,Retail - Miscellaneous store retailers,0.00043474405776213615
369,Upholstered household furniture manufacturing,407,Retail - Nonstore retailers,0.0015546854225743367
369,Upholstered household furniture manufacturing,411,Truck transportation,0.0088975347033685148
369,Upholstered household furniture manufacturing,412,Transit and ground passenger transportation,0.00041305089676072632
369,Upholstered household furniture manufacturing,416,Warehousing and storage,0.00075624785115997739
369,Upholstered household furniture manufacturing,417,Newspaper publishers,0.0028532364240064778
369,Upholstered household furniture manufacturing,425,Radio and television broadcasting,0.0035163647497257755
369,Upholstered household furniture manufacturing,427,Wired telecommunications carriers,0.012697977487228007
369,Upholstered household furniture manufacturing,432,Internet publishing and broadcasting and web search portals,0.00044305335616716401
369,Upholstered household furniture manufacturing,433,Monetary authorities and depository credit intermediation,0.0054214602117810262
369,Upholstered household furniture manufacturing,434,Nondepository credit intermediation and related activities,0.00060662703363753567
369,Upholstered household furniture manufacturing,437,Insurance carriers,0.00025831861169630516
369,Upholstered household furniture manufacturing,438,"Insurance agencies, brokerages, and related activities",0.0018315762110414358
369,Upholstered household furniture manufacturing,440,Real estate,0.0016350527194917419
369,Upholstered household furniture manufacturing,443,General and consumer goods rental except video tapes and discs,0.0001164253434229965
369,Upholstered household furniture manufacturing,445,Commercial and industrial machinery and equipment rental and leasing,0.00043527046072910219
369,Upholstered household furniture manufacturing,446,Lessors of nonfinancial intangible assets,0.00071673984508044408
369,Upholstered household furniture manufacturing,447,Legal services,0.0016256744610998741
369,Upholstered household furniture manufacturing,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.0053712648681074615
369,Upholstered household furniture manufacturing,449,"Architectural, engineering, and related services",0.0011814312193113019
369,Upholstered household furniture manufacturing,451,Custom computer programming services,5.9487205939879944E-06
369,Upholstered household furniture manufacturing,452,Computer systems design services,1.0644302463613158E-05
369,Upholstered household furniture manufacturing,454,Management consulting services,0.0013699806178908147
369,Upholstered household furniture manufacturing,456,Scientific research and development services,8.9336118996731495E-05
369,Upholstered household furniture manufacturing,457,"Advertising, public relations, and related services",0.0088271966342923225
369,Upholstered household furniture manufacturing,462,Office administrative services,9.2626031496158279E-05
369,Upholstered household furniture manufacturing,464,Employment services,0.00019210463344464246
369,Upholstered household furniture manufacturing,465,Business support services,0.00022966756076633552
369,Upholstered household furniture manufacturing,467,Investigation and security services,0.00022484948193143492
369,Upholstered household furniture manufacturing,468,Services to buildings,0.00073238736061810583
369,Upholstered household furniture manufacturing,469,Landscape and horticultural services,0.00017328664642456831
369,Upholstered household furniture manufacturing,471,Waste management and remediation services,0.0013335059682581807
369,Upholstered household furniture manufacturing,492,"Independent artists, writers, and performers",0.00025246472933326825
369,Upholstered household furniture manufacturing,496,Other amusement and recreation industries,6.7357164697692644E-05
369,Upholstered household furniture manufacturing,497,Fitness and recreational sports centers,4.8283956013487651E-05
369,Upholstered household furniture manufacturing,499,"Hotels and motels, including casino hotels",3.3177177071794413E-05
369,Upholstered household furniture manufacturing,500,Other accommodations,2.070489347200421E-07
369,Upholstered household furniture manufacturing,501,Full-service restaurants,0.00069516828132630548
369,Upholstered household furniture manufacturing,502,Limited-service restaurants,0.0021557379293852263
369,Upholstered household furniture manufacturing,504,"Automotive repair and maintenance, except car washes",0.00042914577705462781
369,Upholstered household furniture manufacturing,505,Car washes,2.6038501817263453E-05
369,Upholstered household furniture manufacturing,506,Electronic and precision equipment repair and maintenance,0.00012523897878289475
369,Upholstered household furniture manufacturing,507,Commercial and industrial machinery and equipment repair and maintenance,0.00022105750358851484
369,Upholstered household furniture manufacturing,508,Personal and household goods repair and maintenance,0.00014708464888993009
369,Upholstered household furniture manufacturing,515,Business and professional associations,0.00020632343434892272
369,Upholstered household furniture manufacturing,516,Labor and civic organizations,9.8270094539335256E-06
369,Upholstered household furniture manufacturing,5001,Employee Compensation,0.66494971513748169
369,Upholstered household furniture manufacturing,6001,Proprietor Income,0
369,Upholstered household furniture manufacturing,7001,Other Property Type Income,0.22212399542331696
369,Upholstered household furniture manufacturing,8001,Tax on Production and Imports,0.0046515972353518009
369,Upholstered household furniture manufacturing,11001,Federal Government NonDefense,1.6805135083798457E-06
369,Upholstered household furniture manufacturing,12001,State/Local Govt NonEducation,0.00049093560648673861
369,Upholstered household furniture manufacturing,14002,Inventory Additions/Deletions,0.00022106425164326296
369,Upholstered household furniture manufacturing,25001,Foreign Trade,0.31073639021052396
369,Upholstered household furniture manufacturing,28001,Domestic Trade,1.026032075303722
370,Nonupholstered wood household furniture manufacturing,5001,Employee Compensation,0
370,Nonupholstered wood household furniture manufacturing,6001,Proprietor Income,0
370,Nonupholstered wood household furniture manufacturing,7001,Other Property Type Income,0
370,Nonupholstered wood household furniture manufacturing,8001,Tax on Production and Imports,0
371,Other household nonupholstered furniture manufacturing,5001,Employee Compensation,0
371,Other household nonupholstered furniture manufacturing,6001,Proprietor Income,0
371,Other household nonupholstered furniture manufacturing,7001,Other Property Type Income,0
371,Other household nonupholstered furniture manufacturing,8001,Tax on Production and Imports,0
372,Institutional furniture manufacturing,5001,Employee Compensation,0
372,Institutional furniture manufacturing,6001,Proprietor Income,0
372,Institutional furniture manufacturing,7001,Other Property Type Income,0
372,Institutional furniture manufacturing,8001,Tax on Production and Imports,0
373,Wood office furniture manufacturing,5001,Employee Compensation,0
373,Wood office furniture manufacturing,6001,Proprietor Income,0
373,Wood office furniture manufacturing,7001,Other Property Type Income,0
373,Wood office furniture manufacturing,8001,Tax on Production and Imports,0
374,Custom architectural woodwork and millwork,5001,Employee Compensation,0
374,Custom architectural woodwork and millwork,6001,Proprietor Income,0
374,Custom architectural woodwork and millwork,7001,Other Property Type Income,0
374,Custom architectural woodwork and millwork,8001,Tax on Production and Imports,0
375,"Office furniture, except wood, manufacturing",5001,Employee Compensation,0
375,"Office furniture, except wood, manufacturing",6001,Proprietor Income,0
375,"Office furniture, except wood, manufacturing",7001,Other Property Type Income,0
375,"Office furniture, except wood, manufacturing",8001,Tax on Production and Imports,0
376,"Showcase, partition, shelving, and locker manufacturing",5001,Employee Compensation,0
376,"Showcase, partition, shelving, and locker manufacturing",6001,Proprietor Income,0
376,"Showcase, partition, shelving, and locker manufacturing",7001,Other Property Type Income,0
376,"Showcase, partition, shelving, and locker manufacturing",8001,Tax on Production and Imports,0
377,Mattress manufacturing,5001,Employee Compensation,0
377,Mattress manufacturing,6001,Proprietor Income,0
377,Mattress manufacturing,7001,Other Property Type Income,0
377,Mattress manufacturing,8001,Tax on Production and Imports,0
378,Blind and shade manufacturing,20,Extraction of natural gas and crude petroleum,2.9986854968095528E-05
378,Blind and shade manufacturing,50,Natural gas distribution,0.0021018436462315604
378,Blind and shade manufacturing,62,Maintenance and repair construction of nonresidential structures,0.0063906446320352028
378,Blind and shade manufacturing,138,Reconstituted wood product manufacturing,2.1403387645640385E-07
378,Blind and shade manufacturing,145,All other miscellaneous wood product manufacturing,0.065303140991522568
378,Blind and shade manufacturing,154,Printing,0.0013273139187320038
378,Blind and shade manufacturing,195,Other plastics product manufacturing,1.7124340421199348E-05
378,Blind and shade manufacturing,236,Handtool manufacturing,1.9440747151121154E-06
378,Blind and shade manufacturing,261,Other fabricated metal manufacturing,0.0001269610780109294
378,Blind and shade manufacturing,278,Industrial mold manufacturing,1.9554934010389182E-05
378,Blind and shade manufacturing,282,Rolling mill and other metalworking machinery manufacturing,1.9713348171861546E-06
378,Blind and shade manufacturing,346,Motor vehicle body manufacturing,1.9318494019622716E-08
378,Blind and shade manufacturing,356,Other motor vehicle parts manufacturing,4.1525717442271112E-05
378,Blind and shade manufacturing,378,Blind and shade manufacturing,0.0015708732007709281
378,Blind and shade manufacturing,385,Sporting and athletic goods manufacturing,5.8048724209710373E-09
378,Blind and shade manufacturing,395,Wholesale trade,0.10597050450005341
378,Blind and shade manufacturing,396,Retail - Motor vehicle and parts dealers,0.0011315001433465644
378,Blind and shade manufacturing,397,Retail - Furniture and home furnishings stores,2.920032414548265E-06
378,Blind and shade manufacturing,398,Retail - Electronics and appliance stores,3.5462043773873246E-07
378,Blind and shade manufacturing,399,Retail - Building material and garden equipment and supplies stores,1.4788549985720548E-05
378,Blind and shade manufacturing,401,Retail - Health and personal care stores,2.0131902375735821E-05
378,Blind and shade manufacturing,402,Retail - Gasoline stores,2.4141612829431391E-05
378,Blind and shade manufacturing,403,Retail - Clothing and clothing accessories stores,1.3671919563642068E-05
378,Blind and shade manufacturing,404,"Retail - Sporting goods, hobby, musical instrument and book stores",4.1250917833266041E-06
378,Blind and shade manufacturing,406,Retail - Miscellaneous store retailers,2.5757404961605432E-05
378,Blind and shade manufacturing,407,Retail - Nonstore retailers,7.6725980293918666E-05
378,Blind and shade manufacturing,411,Truck transportation,0.0047483939820568422
378,Blind and shade manufacturing,412,Transit and ground passenger transportation,0.0011388308031709538
378,Blind and shade manufacturing,416,Warehousing and storage,0.00072429857968279998
378,Blind and shade manufacturing,417,Newspaper publishers,0.0041313883182121369
378,Blind and shade manufacturing,425,Radio and television broadcasting,0.0050915755180213074
378,Blind and shade manufacturing,427,Wired telecommunications carriers,0.0016465174298708196
378,Blind and shade manufacturing,432,Internet publishing and broadcasting and web search portals,0.00064152602328951258
378,Blind and shade manufacturing,433,Monetary authorities and depository credit intermediation,0.006653101923363991
378,Blind and shade manufacturing,434,Nondepository credit intermediation and related activities,0.0010188903511001435
378,Blind and shade manufacturing,437,Insurance carriers,6.3696701734960309E-05
378,Blind and shade manufacturing,438,"Insurance agencies, brokerages, and related activities",0.0036309695079798088
378,Blind and shade manufacturing,440,Real estate,0.0039793855050180849
378,Blind and shade manufacturing,443,General and consumer goods rental except video tapes and discs,0.00018997524585816217
378,Blind and shade manufacturing,445,Commercial and industrial machinery and equipment rental and leasing,0.0009312659413868718
378,Blind and shade manufacturing,446,Lessors of nonfinancial intangible assets,0.00071695544882502404
378,Blind and shade manufacturing,447,Legal services,0.0014599586702088441
378,Blind and shade manufacturing,448,"Accounting, tax preparation, bookkeeping, and payroll services",0.004466591233186934
378,Blind and shade manufacturing,449,"Architectural, engineering, and related services",0.0070847100982214251
378,Blind and shade manufacturing,451,Custom computer programming services,8.4706089430698021E-06
378,Blind and shade manufacturing,452,Computer systems design services,1.5156826868997428E-05
378,Blind and shade manufacturing,454,Management consulting services,0.0017714652903221828
378,Blind and shade manufacturing,456,Scientific research and development services,9.8777596603788487E-05
378,Blind and shade manufacturing,457,"Advertising, public relations, and related services",0.012781478149188175
378,Blind and shade manufacturing,462,Office administrative services,0.0002090523986578649
378,Blind and shade manufacturing,464,Employment services,0.00022666305113120538
378,Blind and shade manufacturing,465,Business support services,0.00054258026744906374
378,Blind and shade manufacturing,467,Investigation and security services,0.00027498759540958012
378,Blind and shade manufacturing,468,Services to buildings,0.0010214790890981373
378,Blind and shade manufacturing,469,Landscape and horticultural services,0.00024168727341344204
378,Blind and shade manufacturing,471,Waste management and remediation services,0.0016751147077104789
378,Blind and shade manufacturing,488,Performing arts companies,1.3844271408612868E-05
378,Blind and shade manufacturing,492,"Independent artists, writers, and performers",0.00061971014723441464
378,Blind and shade manufacturing,496,Other amusement and recreation industries,0.00016013961881271646
378,Blind and shade manufacturing,497,Fitness and recreational sports centers,0.00010279736349243576
378,Blind and shade manufacturing,499,"Hotels and motels, including casino hotels",8.0771011010876553E-05
378,Blind and shade manufacturing,500,Other accommodations,5.0391497401615446E-07
378,Blind and shade manufacturing,501,Full-service restaurants,0.0012432161042321144
378,Blind and shade manufacturing,502,Limited-service restaurants,0.0046730309503503209
378,Blind and shade manufacturing,503,All other food and drinking places,0.00032766015882103317
378,Blind and shade manufacturing,504,"Automotive repair and maintenance, except car washes",0.00060085873789136879
378,Blind and shade manufacturing,505,Car washes,3.6457218750484896E-05
378,Blind and shade manufacturing,506,Electronic and precision equipment repair and maintenance,0.00013824840617692943
378,Blind and shade manufacturing,507,Commercial and industrial machinery and equipment repair and maintenance,0.0003804628692268136
378,Blind and shade manufacturing,508,Personal and household goods repair and maintenance,0.00033417518643340249
378,Blind and shade manufacturing,515,Business and professional associations,0.00021824816587751733
378,Blind and shade manufacturing,516,Labor and civic organizations,1.4229171713394523E-05
378,Blind and shade manufacturing,5001,Employee Compensation,1.0093457698822022
378,Blind and shade manufacturing,6001,Proprietor Income,0
378,Blind and shade manufacturing,7001,Other Property Type Income,0.15940479934215546
378,Blind and shade manufacturing,8001,Tax on Production and Imports,0.01883426308631897
378,Blind and shade manufacturing,11001,Federal Government NonDefense,2.3301320738134944E-06
378,Blind and shade manufacturing,12001,State/Local Govt NonEducation,0.00067713272907915295
378,Blind and shade manufacturing,14002,Inventory Additions/Deletions,0.0013129912398773191
378,Blind and shade manufacturing,25001,Foreign Trade,0.43137425289655729
378,Blind and shade manufacturing,28001,Domestic Trade,1.1685337548917427
379,Surgical and medical instrument manufacturing,5001,Employee Compensation,0
379,Surgical and medical instrument manufacturing,6001,Proprietor Income,0
379,Surgical and medical instrument manufacturing,7001,Other Property Type Income,0
