county,year,industry,description,notused1,notused2,employment,laborinc,output
Lake,2006,411,Truck transportation,,,69,3005355,8757779
Lake,2006,59,Construction of new single-family residential structures,,,107,2271920,8734317
Lake,2006,16,Commercial logging,,,82,2268597,7087688
Lapeer,2006,441,Owner-occupied dwellings,,,0,0,350541000
Lapeer,2006,195,Other plastics product manufacturing,,,974,51142220,258299200
Lapeer,2006,440,Real estate,,,1454,8903556,172076400
Lapeer,2006,355,Motor vehicle metal stamping,,,594,33277860,145030300
Lapeer,2006,42,Electric power generation - Fossil  fuel,,,122,14111420,141153400
Lapeer,2006,81,Canned fruits and vegetables manufacturing,,,372,18536890,125924500
Lapeer,2006,437,Insurance carriers,,,151,21938630,112599800
Lapeer,2006,345,Heavy duty truck manufacturing,,,160,6340262,108497200
Lapeer,2006,533,"* Employment and payroll of local govt, non-education",,,2095,93221850,103981700
Lapeer,2006,534,"* Employment and payroll of local govt, education",,,1268,72117610,80265760
Leelanau,2006,526,Other local government enterprises,,,1266,54369380,214147900
Leelanau,2006,441,Owner-occupied dwellings,,,0,0,96310540
Leelanau,2006,440,Real estate,,,519,3481889,60640100
Leelanau,2006,59,Construction of new single-family residential structures,,,403,14340780,41071340
Leelanau,2006,5,Tree nut farming,,,365,8402368,37271660
Leelanau,2006,81,Canned fruits and vegetables manufacturing,,,113,2704367,34252500
Leelanau,2006,533,"* Employment and payroll of local govt, non-education",,,586,23645380,26374580
Leelanau,2006,534,"* Employment and payroll of local govt, education",,,414,20376030,22678200
Leelanau,2006,501,Full-service restaurants,,,522,8613868,19331290
Leelanau,2006,436,Other financial investment activities,,,100,1513595,19046460
Lenawee,2006,166,Plastics material and resin manufacturing,,,712,60756460,814421300
Lenawee,2006,441,Owner-occupied dwellings,,,0,0,348552500
Lenawee,2006,161,Petrochemical manufacturing,,,183,20542050,347135200
Lenawee,2006,356,Other motor vehicle parts manufacturing,,,1184,88283490,326224700
Lenawee,2006,14,"Animal production, except cattle and poultry and eggs",,,2202,61456600,310889800
Lenawee,2006,156,Petroleum refineries,,,34,4354838,275664300
Lenawee,2006,534,"* Employment and payroll of local govt, education",,,3212,164391300,182965000
Lenawee,2006,395,Wholesale trade,,,883,42416040,139060100
Lenawee,2006,440,Real estate,,,1187,8586847,136887800
Lenawee,2006,42,Electric power generation - Fossil  fuel,,,114,10145510,126557400
Livingston,2006,441,Owner-occupied dwellings,,,0,0,972947700
Livingston,2006,437,Insurance carriers,,,1189,82265020,519621600
Livingston,2006,440,Real estate,,,3832,27290790,506254700
Livingston,2006,395,Wholesale trade,,,2471,162313900,450811600
Livingston,2006,352,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",,,913,88614390,272552800
Livingston,2006,534,"* Employment and payroll of local govt, education",,,4341,237185700,263983900
Livingston,2006,59,Construction of new single-family residential structures,,,2284,94917140,251490900
Livingston,2006,356,Other motor vehicle parts manufacturing,,,807,82988950,251179100
Livingston,2006,350,Motor vehicle gasoline engine and engine parts manufacturing,,,559,33622170,227213200
Livingston,2006,156,Petroleum refineries,,,24,2792376,191660200
Mackinac,2006,526,Other local government enterprises,,,431,17389030,71626220
Mackinac,2006,499,"Hotels and motels, including casino hotels",,,451,16301940,50589330
Mackinac,2006,441,Owner-occupied dwellings,,,0,0,39210280
Mackinac,2006,440,Real estate,,,243,435600,21937290
Mackinac,2006,534,"* Employment and payroll of local govt, education",,,411,19199890,21369180
Mackinac,2006,533,"* Employment and payroll of local govt, non-education",,,455,16689440,18615780
Mackinac,2006,495,Gambling industries (except casino hotels),,,112,3857007,16777830
Mackinac,2006,531,"* Employment and payroll of state govt, non-education",,,198,14464580,16326810
Mackinac,2006,501,Full-service restaurants,,,419,6377531,14951160
Mackinac,2006,59,Construction of new single-family residential structures,,,157,4079460,14173780
Macomb,2006,343,Automobile manufacturing,,,11237,1430520000,7875026000
Macomb,2006,344,Light truck and utility vehicle manufacturing,,,3582,359818600,7335892000
Macomb,2006,441,Owner-occupied dwellings,,,0,0,3641022000
Macomb,2006,353,Motor vehicle transmission and power train parts manufacturing,,,7315,839036400,3312392000
Macomb,2006,395,Wholesale trade,,,13903,1013735000,2626919000
Macomb,2006,355,Motor vehicle metal stamping,,,8994,795155100,2595120000
Macomb,2006,440,Real estate,,,12194,137920100,2045366000
Macomb,2006,534,"* Employment and payroll of local govt, education",,,21783,1321267000,1470550000
Macomb,2006,354,Motor vehicle seating and interior trim manufacturing,,,4223,327879800,1381563000
Macomb,2006,195,Other plastics product manufacturing,,,4289,232739800,1146970000
Manistee,2006,148,Paperboard mills,,,158,12518110,87157040
Manistee,2006,533,"* Employment and payroll of local govt, non-education",,,1700,71391100,79631230
Manistee,2006,441,Owner-occupied dwellings,,,0,0,70810430
Manistee,2006,440,Real estate,,,417,1402977,45316140
Manistee,2006,364,Boat building,,,65,4500292,42745700
Manistee,2006,164,Other basic inorganic chemical manufacturing,,,80,7664305,39995770
Manistee,2006,531,"* Employment and payroll of state govt, non-education",,,409,30349430,34256730
Manistee,2006,534,"* Employment and payroll of local govt, education",,,546,29699960,33055590
Manistee,2006,395,Wholesale trade,,,210,7308106,28775990
Manistee,2006,150,Paper bag and coated and treated paper manufacturing,,,111,6260446,26975150
Marquette,2006,23,Iron ore mining,,,661,51530980,344841400
Marquette,2006,42,Electric power generation - Fossil  fuel,,,245,29944750,287543100
Marquette,2006,482,Hospitals,,,2793,148792400,278118600
Marquette,2006,27,Copper ore mining,,,356,30204600,247459600
Marquette,2006,441,Owner-occupied dwellings,,,0,0,194264800
Marquette,2006,427,Wired telecommunications carriers,,,465,27846850,133035700
Marquette,2006,428,Wireless telecommunications carriers (except satellite),,,135,6585844,122848400
Marquette,2006,440,Real estate,,,734,6000360,110041100
Marquette,2006,395,Wholesale trade,,,668,31095600,103332600
Marquette,2006,534,"* Employment and payroll of local govt, education",,,1958,88468920,98464510
Mason,2006,441,Owner-occupied dwellings,,,0,0,88956510
Mason,2006,164,Other basic inorganic chemical manufacturing,,,184,14077520,86847720
Mason,2006,362,Railroad rolling stock manufacturing,,,194,11306630,79837160
Mason,2006,312,Printed circuit assembly (electronic assembly) manufacturing,,,208,10961280,73746160
Mason,2006,42,Electric power generation - Fossil  fuel,,,60,6313179,68459530
Mason,2006,440,Real estate,,,599,2983628,67053360
Mason,2006,534,"* Employment and payroll of local govt, education",,,1120,56596510,62991030
Mason,2006,482,Hospitals,,,566,26867910,52806650
Mason,2006,395,Wholesale trade,,,255,23979520,51193330
Mason,2006,86,Cheese manufacturing,,,78,3187404,49570450
Mecosta,2006,86,Cheese manufacturing,,,220,10917110,143091800
Mecosta,2006,532,"* Employment and payroll of state govt, education",,,2268,115057700,129169700
Mecosta,2006,441,Owner-occupied dwellings,,,0,0,118254200
Mecosta,2006,440,Real estate,,,718,3880548,78305850
Mecosta,2006,533,"* Employment and payroll of local govt, non-education",,,917,40478020,45150080
Mecosta,2006,534,"* Employment and payroll of local govt, education",,,588,34233360,38101180
Mecosta,2006,405,Retail - General merchandise stores,,,854,19112680,37377100
Mecosta,2006,250,"Turned product and screw, nut, and bolt manufacturing",,,169,10843320,37250700
Mecosta,2006,132,Footwear manufacturing,,,335,11845110,35437530
Mecosta,2006,395,Wholesale trade,,,275,8362972,35390620
Menominee,2006,526,Other local government enterprises,,,1220,46719300,200187400
Menominee,2006,254,"Valve and fittings, other than plumbing, manufacturing",,,385,20739090,92682480
Menominee,2006,441,Owner-occupied dwellings,,,0,0,70440780
Menominee,2006,395,Wholesale trade,,,355,13219680,49673690
Menominee,2006,90,Meat processed from carcasses,,,122,6131956,49504620
Menominee,2006,148,Paperboard mills,,,74,5776437,40518920
Menominee,2006,534,"* Employment and payroll of local govt, education",,,716,36066410,40141340
Menominee,2006,134,Sawmills,,,183,6045726,39194130
Menominee,2006,147,Paper mills,,,75,5997523,36691930
Menominee,2006,229,Ferrous metal foundries,,,182,9215907,35011990
Midland,2006,166,Plastics material and resin manufacturing,,,3357,442434900,4062132000
Midland,2006,461,Management of companies and enterprises,,,2848,411329800,654895000
Midland,2006,165,Other basic organic chemical manufacturing,,,258,19680030,467865500
Midland,2006,441,Owner-occupied dwellings,,,0,0,353562400
Midland,2006,156,Petroleum refineries,,,33,5870325,288888600
Midland,2006,42,Electric power generation - Fossil  fuel,,,158,26097670,198471100
Midland,2006,482,Hospitals,,,1542,92484250,164717600
Midland,2006,449,"Architectural, engineering, and related services",,,710,105593100,162060900
Midland,2006,395,Wholesale trade,,,868,54312060,155414800
Midland,2006,534,"* Employment and payroll of local govt, education",,,2290,130389200,145121100
Missaukee,2006,20,Extraction of natural gas and crude petroleum,,,273,8626717,55192460
Missaukee,2006,134,Sawmills,,,198,7556924,43514620
Missaukee,2006,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",,,257,5191360,40145390
Missaukee,2006,441,Owner-occupied dwellings,,,0,0,39729230
Missaukee,2006,356,Other motor vehicle parts manufacturing,,,115,6717354,29463760
Missaukee,2006,395,Wholesale trade,,,158,5506166,21605630
Missaukee,2006,534,"* Employment and payroll of local govt, education",,,307,16144440,17968500
Missaukee,2006,440,Real estate,,,162,1247472,16254310
Missaukee,2006,411,Truck transportation,,,135,4489816,15775770
Missaukee,2006,59,Construction of new single-family residential structures,,,180,4648989,15524950
Monroe,2006,43,Electric power generation - Nuclear,,,862,124579900,672216400
Monroe,2006,356,Other motor vehicle parts manufacturing,,,1983,223937100,642507800
Monroe,2006,441,Owner-occupied dwellings,,,0,0,624627900
Monroe,2006,217,Iron and steel mills and ferroalloy manufacturing,,,443,35946900,399791700
Monroe,2006,42,Electric power generation - Fossil  fuel,,,284,33004960,329934300
Monroe,2006,534,"* Employment and payroll of local govt, education",,,4327,234375000,260855600
Monroe,2006,395,Wholesale trade,,,1419,86545040,245878000
Monroe,2006,440,Real estate,,,1889,11692760,226491500
Monroe,2006,59,Construction of new single-family residential structures,,,1494,74941400,185736400
Monroe,2006,353,Motor vehicle transmission and power train parts manufacturing,,,344,58883180,184477000
Montcalm,2006,441,Owner-occupied dwellings,,,0,0,163126600
Montcalm,2006,147,Paper mills,,,309,25061960,152311900
Montcalm,2006,482,Hospitals,,,1609,75064140,148708100
Montcalm,2006,350,Motor vehicle gasoline engine and engine parts manufacturing,,,291,23871270,128644300
Montcalm,2006,534,"* Employment and payroll of local govt, education",,,2037,112092600,124757300
Montcalm,2006,364,Boat building,,,140,8113434,90065290
Montcalm,2006,42,Electric power generation - Fossil  fuel,,,72,5070098,77131500
Montcalm,2006,395,Wholesale trade,,,366,13794660,51914330
Montcalm,2006,433,Monetary authorities and depository credit intermediation,,,297,10856600,48305830
Montcalm,2006,355,Motor vehicle metal stamping,,,187,12405450,48234910
Muskegon,2006,230,Nonferrous metal foundries,,,3061,201773300,570681600
Muskegon,2006,441,Owner-occupied dwellings,,,0,0,517304000
Muskegon,2006,42,Electric power generation - Fossil  fuel,,,451,44244090,507343700
Muskegon,2006,482,Hospitals,,,3910,199173100,379464600
Muskegon,2006,534,"* Employment and payroll of local govt, education",,,5574,299825000,333700500
Muskegon,2006,440,Real estate,,,2353,19874550,313828100
Muskegon,2006,395,Wholesale trade,,,1809,89619010,288725800
Muskegon,2006,229,Ferrous metal foundries,,,1043,56617800,205890500
Muskegon,2006,475,Offices of physicians,,,1618,147885400,205278000
Muskegon,2006,352,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",,,709,53483580,195783200
Newaygo,2006,82,Canned specialties,,,690,47475660,287766000
Newaygo,2006,355,Motor vehicle metal stamping,,,627,48790680,171790000
Newaygo,2006,441,Owner-occupied dwellings,,,0,0,135448000
Newaygo,2006,437,Insurance carriers,,,297,17055710,115830900
Newaygo,2006,534,"* Employment and payroll of local govt, education",,,1635,87762500,97678280
Newaygo,2006,407,Retail - Nonstore retailers,,,562,12083540,53151600
Newaygo,2006,440,Real estate,,,541,2060622,52982450
Newaygo,2006,482,Hospitals,,,528,28331020,52795090
Newaygo,2006,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",,,442,4251635,48340220
Newaygo,2006,395,Wholesale trade,,,250,11297820,37712760
Oakland,2006,440,Real estate,,,40091,843579900,10280930000
Oakland,2006,395,Wholesale trade,,,46225,4099956000,10034560000
Oakland,2006,343,Automobile manufacturing,,,13447,1660238000,9329142000
Oakland,2006,441,Owner-occupied dwellings,,,0,0,7232324000
Oakland,2006,449,"Architectural, engineering, and related services",,,37932,3834251000,6698132000
Oakland,2006,437,Insurance carriers,,,9931,826537600,4904775000
Oakland,2006,482,Hospitals,,,33940,2134479000,3731984000
Oakland,2006,461,Management of companies and enterprises,,,16399,2048055000,3406764000
Oakland,2006,464,Employment services,,,44421,2119505000,2851265000
Oakland,2006,428,Wireless telecommunications carriers (except satellite),,,2537,192861600,2617588000
Oceana,2006,79,"Frozen fruits, juices and vegetables manufacturing",,,619,18105280,140985300
Oceana,2006,81,Canned fruits and vegetables manufacturing,,,407,13840770,129272200
Oceana,2006,441,Owner-occupied dwellings,,,0,0,73155110
Oceana,2006,352,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",,,210,15044780,57123290
Oceana,2006,375,"Office furniture, except wood, manufacturing",,,211,9273247,45227100
Oceana,2006,229,Ferrous metal foundries,,,222,12018110,43795490
Oceana,2006,5,Tree nut farming,,,365,12653860,35920970
Oceana,2006,534,"* Employment and payroll of local govt, education",,,565,29558980,32898680
Oceana,2006,533,"* Employment and payroll of local govt, non-education",,,691,27364000,30522420
Oceana,2006,440,Real estate,,,286,969251,28481990
Ogemaw,2006,441,Owner-occupied dwellings,,,0,0,59253350
Ogemaw,2006,407,Retail - Nonstore retailers,,,378,9694468,43213600
Ogemaw,2006,395,Wholesale trade,,,285,12168920,42398710
Ogemaw,2006,533,"* Employment and payroll of local govt, non-education",,,803,34453580,38430290
Ogemaw,2006,440,Real estate,,,322,1666351,38234460
Ogemaw,2006,42,Electric power generation - Fossil  fuel,,,28,2986290,31978940
Ogemaw,2006,433,Monetary authorities and depository credit intermediation,,,185,5397352,27787720
Ogemaw,2006,502,Limited-service restaurants,,,511,5904607,26151180
Ogemaw,2006,217,Iron and steel mills and ferroalloy manufacturing,,,30,949215,23896780
Ogemaw,2006,475,Offices of physicians,,,273,12810370,23025970
Osceola,2006,84,Fluid milk manufacturing,,,564,35890370,296850000
Osceola,2006,195,Other plastics product manufacturing,,,574,37208950,161392000
Osceola,2006,33,"Potash, soda, and borate mineral mining",,,283,24799670,122043600
Osceola,2006,441,Owner-occupied dwellings,,,0,0,61651040
Osceola,2006,59,Construction of new single-family residential structures,,,271,21415030,46272080
Osceola,2006,204,Glass product manufacturing made of purchased glass,,,184,14877380,45802570
Osceola,2006,534,"* Employment and payroll of local govt, education",,,562,32588980,36271030
Osceola,2006,482,Hospitals,,,392,17028500,34882030
Osceola,2006,240,Metal window and door manufacturing,,,189,8371568,30224000
Osceola,2006,37,Drilling oil and gas wells,,,119,6339880,23173300
Otsego,2006,20,Extraction of natural gas and crude petroleum,,,357,38206520,99285210
Otsego,2006,395,Wholesale trade,,,615,23095890,87264180
Otsego,2006,441,Owner-occupied dwellings,,,0,0,84622150
Otsego,2006,440,Real estate,,,503,4078143,74213260
Otsego,2006,407,Retail - Nonstore retailers,,,478,15422250,66529160
Otsego,2006,38,Support activities for oil and gas operations,,,298,17830480,56556380
Otsego,2006,198,Other rubber product manufacturing,,,171,6682285,43919530
Otsego,2006,482,Hospitals,,,487,20593140,42761730
Otsego,2006,350,Motor vehicle gasoline engine and engine parts manufacturing,,,117,3853966,42282280
Otsego,2006,226,"Copper rolling, drawing, extruding and alloying",,,75,4091611,37364040
Ottawa,2006,441,Owner-occupied dwellings,,,0,0,977509800
Ottawa,2006,395,Wholesale trade,,,5304,297741800,893607500
Ottawa,2006,233,Custom roll forming,,,765,42769980,736742800
Ottawa,2006,440,Real estate,,,3587,42449500,567679900
Ottawa,2006,375,"Office furniture, except wood, manufacturing",,,2422,127603100,559152800
Ottawa,2006,204,Glass product manufacturing made of purchased glass,,,2425,152817900,541079800
Ottawa,2006,373,Wood office furniture manufacturing,,,2007,174284800,538263600
Ottawa,2006,354,Motor vehicle seating and interior trim manufacturing,,,1689,107460100,521936300
Ottawa,2006,42,Electric power generation - Fossil  fuel,,,407,53380240,483391800
Ottawa,2006,350,Motor vehicle gasoline engine and engine parts manufacturing,,,1074,90020280,478082400
Presque Isle,2006,47,Electric power generation - Biomass,,,48,4555920,51940130
Presque Isle,2006,441,Owner-occupied dwellings,,,0,0,42960940
Presque Isle,2006,45,Electric power generation - Wind,,,112,10706230,29633150
Presque Isle,2006,134,Sawmills,,,132,3932812,27931360
Presque Isle,2006,30,Stone mining and quarrying,,,98,5580487,24724660
Presque Isle,2006,107,Manufactured ice,,,78,2686190,17716260
Presque Isle,2006,395,Wholesale trade,,,107,5285253,17010260
Presque Isle,2006,433,Monetary authorities and depository credit intermediation,,,101,3203635,15498420
Presque Isle,2006,48,Electric power generation - All other,,,30,2878562,15057540
Presque Isle,2006,46,Electric power generation - Geothermal,,,40,3783975,14941480
Roscommon,2006,441,Owner-occupied dwellings,,,0,0,82640710
Roscommon,2006,534,"* Employment and payroll of local govt, education",,,841,46124630,51335990
Roscommon,2006,440,Real estate,,,307,2235888,44149000
Roscommon,2006,364,Boat building,,,61,2382933,37998050
Roscommon,2006,355,Motor vehicle metal stamping,,,116,6605508,28396310
Roscommon,2006,401,Retail - Health and personal care stores,,,449,15836900,25347620
Roscommon,2006,433,Monetary authorities and depository credit intermediation,,,143,6690650,25235600
Roscommon,2006,395,Wholesale trade,,,180,6444504,24880800
Roscommon,2006,59,Construction of new single-family residential structures,,,282,7126492,24806410
Roscommon,2006,354,Motor vehicle seating and interior trim manufacturing,,,80,4289683,23787970
Saginaw,2006,352,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",,,5627,678010400,1814892000
Saginaw,2006,441,Owner-occupied dwellings,,,0,0,699471200
Saginaw,2006,482,Hospitals,,,6394,326426300,621329000
Saginaw,2006,42,Electric power generation - Fossil  fuel,,,476,51739430,544475400
Saginaw,2006,229,Ferrous metal foundries,,,1693,192611800,468115500
Saginaw,2006,395,Wholesale trade,,,2801,152568400,466698300
Saginaw,2006,440,Real estate,,,2618,29087820,463508300
Saginaw,2006,427,Wired telecommunications carriers,,,1209,95070440,385108100
Saginaw,2006,437,Insurance carriers,,,875,60733630,383362300
Saginaw,2006,534,"* Employment and payroll of local govt, education",,,5265,284369100,316498300
Sanilac,2006,195,Other plastics product manufacturing,,,500,22814790,128093200
Sanilac,2006,441,Owner-occupied dwellings,,,0,0,123889400
Sanilac,2006,343,Automobile manufacturing,,,190,11361340,111390200
Sanilac,2006,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",,,809,11361340,85715670
Sanilac,2006,534,"* Employment and payroll of local govt, education",,,1192,62567150,69636260
Sanilac,2006,482,Hospitals,,,817,30397970,67178490
Sanilac,2006,411,Truck transportation,,,653,15966620,66543030
Sanilac,2006,198,Other rubber product manufacturing,,,243,11095260,64564640
Sanilac,2006,254,"Valve and fittings, other than plumbing, manufacturing",,,255,13971070,61769580
Sanilac,2006,395,Wholesale trade,,,393,14911620,55580400
Shiawassee,2006,441,Owner-occupied dwellings,,,0,0,234800900
Shiawassee,2006,395,Wholesale trade,,,990,36946200,140157700
Shiawassee,2006,534,"* Employment and payroll of local govt, education",,,2298,112632000,125357700
Shiawassee,2006,343,Automobile manufacturing,,,184,9056016,104465100
Shiawassee,2006,482,Hospitals,,,1096,52422260,102701500
Shiawassee,2006,364,Boat building,,,140,5535235,87823150
Shiawassee,2006,42,Electric power generation - Fossil  fuel,,,70,8179161,81391240
Shiawassee,2006,246,"Metal barrels, drums and pails manufacturing",,,248,10466360,62413430
Shiawassee,2006,333,Motor and generator manufacturing,,,268,14040060,55844330
Shiawassee,2006,440,Real estate,,,475,3350822,55729140
St. Clair,2006,42,Electric power generation - Fossil  fuel,,,1123,159502400,1359639000
St. Clair,2006,441,Owner-occupied dwellings,,,0,0,642408800
St. Clair,2006,50,Natural gas distribution,,,599,67532370,516993800
St. Clair,2006,195,Other plastics product manufacturing,,,1558,71441820,399639900
St. Clair,2006,395,Wholesale trade,,,1886,120628400,337391800
St. Clair,2006,166,Plastics material and resin manufacturing,,,269,18150050,300704900
St. Clair,2006,364,Boat building,,,460,24598150,293478700
St. Clair,2006,482,Hospitals,,,2936,143330100,278228700
St. Clair,2006,440,Real estate,,,2362,15249580,275362000
St. Clair,2006,534,"* Employment and payroll of local govt, education",,,4039,241990600,269331800
St. Joseph,2006,87,"Dry, condensed, and evaporated dairy product manufacturing",,,507,39868640,351837100
St. Joseph,2006,353,Motor vehicle transmission and power train parts manufacturing,,,679,75376840,303740300
St. Joseph,2006,195,Other plastics product manufacturing,,,1067,47502380,271916200
St. Joseph,2006,346,Motor vehicle body manufacturing,,,1211,69013810,209423000
St. Joseph,2006,395,Wholesale trade,,,1184,62035320,193074000
St. Joseph,2006,441,Owner-occupied dwellings,,,0,0,187536700
St. Joseph,2006,356,Other motor vehicle parts manufacturing,,,662,48526180,181560900
St. Joseph,2006,166,Plastics material and resin manufacturing,,,112,7413670,124728100
St. Joseph,2006,534,"* Employment and payroll of local govt, education",,,2211,111793800,124424800
St. Joseph,2006,192,Polystyrene foam product manufacturing,,,453,23551700,113472700
Tuscola,2006,441,Owner-occupied dwellings,,,0,0,172891600
Tuscola,2006,350,Motor vehicle gasoline engine and engine parts manufacturing,,,333,15147220,127452400
Tuscola,2006,42,Electric power generation - Fossil  fuel,,,110,11060710,124470400
Tuscola,2006,395,Wholesale trade,,,778,25519560,104676600
Tuscola,2006,534,"* Employment and payroll of local govt, education",,,1775,91240340,101549100
Tuscola,2006,229,Ferrous metal foundries,,,315,16525280,61483480
Tuscola,2006,433,Monetary authorities and depository credit intermediation,,,316,11250810,50848750
Tuscola,2006,405,Retail - General merchandise stores,,,930,30144830,50315500
Tuscola,2006,531,"* Employment and payroll of state govt, non-education",,,585,43527890,49131840
Tuscola,2006,352,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",,,187,10825010,48305270
Van Buren,2006,81,Canned fruits and vegetables manufacturing,,,848,38834670,282593900
Van Buren,2006,441,Owner-occupied dwellings,,,0,0,235059200
Van Buren,2006,534,"* Employment and payroll of local govt, education",,,3077,157427900,175214800
Van Buren,2006,456,Scientific research and development services,,,1197,65245500,173119600
Van Buren,2006,43,Electric power generation - Nuclear,,,199,27816830,153580000
Van Buren,2006,433,Monetary authorities and depository credit intermediation,,,838,33109990,140269300
Van Buren,2006,49,Electric power transmission and distribution,,,65,7636868,125376700
Van Buren,2006,461,Management of companies and enterprises,,,626,70868870,121635700
Van Buren,2006,355,Motor vehicle metal stamping,,,431,22915950,103631500
Van Buren,2006,108,Breweries,,,150,5144448,85292700
Washtenaw,2006,531,"* Employment and payroll of state govt, non-education",,,35669,2148030000,2424576000
Washtenaw,2006,441,Owner-occupied dwellings,,,0,0,1703014000
Washtenaw,2006,440,Real estate,,,6206,119037300,1580766000
Washtenaw,2006,350,Motor vehicle gasoline engine and engine parts manufacturing,,,3024,347022300,1499752000
Washtenaw,2006,456,Scientific research and development services,,,6279,625819300,1246279000
Washtenaw,2006,395,Wholesale trade,,,6023,434711600,1160578000
Washtenaw,2006,352,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",,,3319,481429500,1154304000
Washtenaw,2006,449,"Architectural, engineering, and related services",,,5110,433761500,813024300
Washtenaw,2006,482,Hospitals,,,7006,391008400,716825600
Washtenaw,2006,446,Lessors of nonfinancial intangible assets,,,344,19590340,651241700
Wayne,2006,343,Automobile manufacturing,,,15742,1773335000,10635650000
Wayne,2006,395,Wholesale trade,,,36112,2869871000,7284473000
Wayne,2006,441,Owner-occupied dwellings,,,0,0,7155040000
Wayne,2006,344,Light truck and utility vehicle manufacturing,,,2627,241025100,5254625000
Wayne,2006,482,Hospitals,,,48569,2897339000,5170834000
Wayne,2006,461,Management of companies and enterprises,,,24606,2966437000,4998025000
Wayne,2006,42,Electric power generation - Fossil  fuel,,,3630,502553500,4347557000
Wayne,2006,217,Iron and steel mills and ferroalloy manufacturing,,,4597,424141400,4255095000
Wayne,2006,456,Scientific research and development services,,,19295,2022086000,3948630000
Wayne,2006,440,Real estate,,,20394,268039700,3928408000
Wexford,2006,364,Boat building,,,1276,61637680,808930100
Wexford,2006,198,Other rubber product manufacturing,,,1023,43317460,266945600
Wexford,2006,293,"Industrial truck, trailer, and stacker manufacturing",,,395,18030820,97609690
Wexford,2006,441,Owner-occupied dwellings,,,0,0,94122450
Wexford,2006,355,Motor vehicle metal stamping,,,360,24397300,93633100
Wexford,2006,395,Wholesale trade,,,447,24242630,74414140
Wexford,2006,534,"* Employment and payroll of local govt, education",,,1006,52755780,58716350
Wexford,2006,41,Electric power generation - Hydroelectric,,,169,21952930,51328360
Wexford,2006,440,Real estate,,,399,1671747,46864120
Wexford,2006,411,Truck transportation,,,338,17012030,45845360
