county,year,industry,description,notused1,notused2,employment,laborinc,output
Lake,2001,395,Wholesale trade,,,87,2116711,8052207
Lake,2001,503,All other food and drinking places,,,165,2121681,7868597
Lake,2001,463,Facilities support services,,,82,2574279,7610835
Lake,2001,407,Retail - Nonstore retailers,,,150,1609763,6954689
Lake,2001,16,Commercial logging,,,82,2938933,6514372
Lapeer,2001,195,Other plastics product manufacturing,,,2016,74665130,395187100
Lapeer,2001,441,Owner-occupied dwellings,,,0,0,260798400
Lapeer,2001,345,Heavy duty truck manufacturing,,,399,19823020,124162700
Lapeer,2001,355,Motor vehicle metal stamping,,,648,32308270,123765900
Lapeer,2001,440,Real estate,,,1157,10745630,113012900
Lapeer,2001,81,Canned fruits and vegetables manufacturing,,,383,13232320,96121690
Lapeer,2001,531,"* Employment and payroll of state govt, non-education",,,1637,75355250,85229510
Lapeer,2001,395,Wholesale trade,,,635,25426450,72814260
Lapeer,2001,533,"* Employment and payroll of local govt, non-education",,,1659,60754250,67748150
Lapeer,2001,356,Other motor vehicle parts manufacturing,,,271,11074190,64041830
Leelanau,2001,526,Other local government enterprises,,,2447,88956030,357570000
Leelanau,2001,441,Owner-occupied dwellings,,,0,0,99653300
Leelanau,2001,440,Real estate,,,409,5109092,37254910
Leelanau,2001,59,Construction of new single-family residential structures,,,351,9268718,24319550
Leelanau,2001,534,"* Employment and payroll of local govt, education",,,472,20523520,22855320
Leelanau,2001,533,"* Employment and payroll of local govt, non-education",,,492,18361200,20474910
Leelanau,2001,436,Other financial investment activities,,,108,5539355,17897190
Leelanau,2001,81,Canned fruits and vegetables manufacturing,,,72,1501971,16882280
Leelanau,2001,503,All other food and drinking places,,,302,4874714,15554340
Leelanau,2001,501,Full-service restaurants,,,426,6358939,14200540
Lenawee,2001,356,Other motor vehicle parts manufacturing,,,2633,145488600,679880400
Lenawee,2001,441,Owner-occupied dwellings,,,0,0,270967500
Lenawee,2001,534,"* Employment and payroll of local govt, education",,,3346,156760200,174570700
Lenawee,2001,166,Plastics material and resin manufacturing,,,292,22646830,164826600
Lenawee,2001,156,Petroleum refineries,,,45,4584819,116920100
Lenawee,2001,440,Real estate,,,1007,17895950,103674700
Lenawee,2001,224,"Other aluminum rolling, drawing and extruding",,,492,29213760,101841600
Lenawee,2001,165,Other basic organic chemical manufacturing,,,89,5484367,98339000
Lenawee,2001,433,Monetary authorities and depository credit intermediation,,,587,24952530,95381530
Lenawee,2001,395,Wholesale trade,,,743,28289850,83678060
Livingston,2001,440,Real estate,,,4021,69093050,724105000
Livingston,2001,441,Owner-occupied dwellings,,,0,0,657502700
Livingston,2001,356,Other motor vehicle parts manufacturing,,,1062,81440360,308624000
Livingston,2001,395,Wholesale trade,,,1898,118063100,274957500
Livingston,2001,534,"* Employment and payroll of local govt, education",,,4086,185169600,206208000
Livingston,2001,355,Motor vehicle metal stamping,,,883,64676980,194384300
Livingston,2001,59,Construction of new single-family residential structures,,,1999,104153900,194181600
Livingston,2001,449,"Architectural, engineering, and related services",,,1792,84499840,178449500
Livingston,2001,437,Insurance carriers,,,772,42819280,174989100
Livingston,2001,438,"Insurance agencies, brokerages, and related activities",,,1320,68682010,163165500
Mackinac,2001,526,Other local government enterprises,,,860,29768440,123504600
Mackinac,2001,499,"Hotels and motels, including casino hotels",,,623,18409130,50140240
Mackinac,2001,441,Owner-occupied dwellings,,,0,0,47093940
Mackinac,2001,440,Real estate,,,220,2478365,18685160
Mackinac,2001,534,"* Employment and payroll of local govt, education",,,370,15164960,16887950
Mackinac,2001,501,Full-service restaurants,,,465,6457871,14992420
Mackinac,2001,533,"* Employment and payroll of local govt, non-education",,,409,12833530,14310900
Mackinac,2001,503,All other food and drinking places,,,281,4054552,13930650
Mackinac,2001,495,Gambling industries (except casino hotels),,,152,4266894,13888170
Mackinac,2001,395,Wholesale trade,,,120,3857648,12492220
Macomb,2001,344,Light truck and utility vehicle manufacturing,,,8274,795769800,13358330000
Macomb,2001,343,Automobile manufacturing,,,9837,978043300,5584255000
Macomb,2001,441,Owner-occupied dwellings,,,0,0,2623502000
Macomb,2001,355,Motor vehicle metal stamping,,,11791,851265200,2580394000
Macomb,2001,353,Motor vehicle transmission and power train parts manufacturing,,,7695,668184300,2554681000
Macomb,2001,395,Wholesale trade,,,13819,799768900,1913299000
Macomb,2001,440,Real estate,,,9965,165340800,1349065000
Macomb,2001,534,"* Employment and payroll of local govt, education",,,22346,1160320000,1292151000
Macomb,2001,352,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",,,4938,404250800,1197927000
Macomb,2001,356,Other motor vehicle parts manufacturing,,,3872,230359400,1024846000
Manistee,2001,148,Paperboard mills,,,322,19495530,126970200
Manistee,2001,441,Owner-occupied dwellings,,,0,0,73110730
Manistee,2001,364,Boat building,,,132,7349773,71054850
Manistee,2001,531,"* Employment and payroll of state govt, non-education",,,942,40506440,45814250
Manistee,2001,534,"* Employment and payroll of local govt, education",,,676,30511370,33977960
Manistee,2001,107,Manufactured ice,,,157,6347967,31668140
Manistee,2001,533,"* Employment and payroll of local govt, non-education",,,748,25628300,28578580
Manistee,2001,440,Real estate,,,319,3673983,26602100
Manistee,2001,150,Paper bag and coated and treated paper manufacturing,,,133,5588459,24205620
Manistee,2001,407,Retail - Nonstore retailers,,,305,6189516,24080780
Marquette,2001,482,Hospitals,,,2576,113012200,202210600
Marquette,2001,441,Owner-occupied dwellings,,,0,0,177128900
Marquette,2001,433,Monetary authorities and depository credit intermediation,,,776,27803500,117125600
Marquette,2001,23,Iron ore mining,,,704,36366920,110071900
Marquette,2001,534,"* Employment and payroll of local govt, education",,,2024,83582420,93078750
Marquette,2001,532,"* Employment and payroll of state govt, education",,,1593,70484130,79536220
Marquette,2001,440,Real estate,,,568,5786482,77569900
Marquette,2001,395,Wholesale trade,,,625,22382200,68307460
Marquette,2001,408,Air transportation,,,385,26730890,66858350
Marquette,2001,475,Offices of physicians,,,522,50954200,62056980
Mason,2001,441,Owner-occupied dwellings,,,0,0,86976730
Mason,2001,164,Other basic inorganic chemical manufacturing,,,310,19255050,86944860
Mason,2001,534,"* Employment and payroll of local govt, education",,,1318,55094800,61354470
Mason,2001,440,Real estate,,,520,9496604,53690190
Mason,2001,312,Printed circuit assembly (electronic assembly) manufacturing,,,166,7375131,49963750
Mason,2001,362,Railroad rolling stock manufacturing,,,154,8362486,48481920
Mason,2001,50,Natural gas distribution,,,58,4084534,35688430
Mason,2001,482,Hospitals,,,467,18423770,34442140
Mason,2001,88,Ice cream and frozen dessert manufacturing,,,128,3788306,31938960
Mason,2001,395,Wholesale trade,,,218,15282100,31308480
Mecosta,2001,532,"* Employment and payroll of state govt, education",,,2182,97522380,110046900
Mecosta,2001,441,Owner-occupied dwellings,,,0,0,105921900
Mecosta,2001,264,Construction machinery manufacturing,,,288,13240850,73019180
Mecosta,2001,86,Cheese manufacturing,,,155,6126836,65340790
Mecosta,2001,533,"* Employment and payroll of local govt, non-education",,,1175,43863260,48912710
Mecosta,2001,132,Footwear manufacturing,,,472,16364090,48335600
Mecosta,2001,440,Real estate,,,592,2687564,44525710
Mecosta,2001,407,Retail - Nonstore retailers,,,559,10304110,40137970
Mecosta,2001,261,Other fabricated metal manufacturing,,,177,10343310,27424570
Mecosta,2001,534,"* Employment and payroll of local govt, education",,,429,23620430,26304100
Menominee,2001,526,Other local government enterprises,,,1018,30557250,139485200
Menominee,2001,369,Upholstered household furniture manufacturing,,,754,27956130,78493770
Menominee,2001,441,Owner-occupied dwellings,,,0,0,64726020
Menominee,2001,327,Small electrical appliance manufacturing,,,312,11533920,49279070
Menominee,2001,395,Wholesale trade,,,347,13410170,39268800
Menominee,2001,254,"Valve and fittings, other than plumbing, manufacturing",,,238,9988910,38700820
Menominee,2001,534,"* Employment and payroll of local govt, education",,,804,31823740,35439440
Menominee,2001,533,"* Employment and payroll of local govt, non-education",,,869,30102790,33568160
Menominee,2001,146,Pulp mills,,,95,6493535,32801670
Menominee,2001,229,Ferrous metal foundries,,,256,11193200,32177500
Midland,2001,461,Management of companies and enterprises,,,6977,769443700,1083198000
Midland,2001,165,Other basic organic chemical manufacturing,,,283,22665540,321478800
Midland,2001,441,Owner-occupied dwellings,,,0,0,274070200
Midland,2001,166,Plastics material and resin manufacturing,,,287,28312920,169346200
Midland,2001,154,Printing,,,1206,39187360,127506000
Midland,2001,195,Other plastics product manufacturing,,,628,22231490,121427300
Midland,2001,482,Hospitals,,,1176,64408100,106101400
Midland,2001,59,Construction of new single-family residential structures,,,1275,42515880,100807600
Midland,2001,49,Electric power transmission and distribution,,,61,6946957,96810900
Midland,2001,534,"* Employment and payroll of local govt, education",,,1877,83053610,92489850
Missaukee,2001,12,Dairy cattle and milk production,,,374,2494915,47326400
Missaukee,2001,441,Owner-occupied dwellings,,,0,0,43587950
Missaukee,2001,411,Truck transportation,,,227,4459028,17951440
Missaukee,2001,10,All other crop farming,,,58,1345943,17610370
Missaukee,2001,89,"Animal, except poultry, slaughtering",,,69,2609259,16133980
Missaukee,2001,534,"* Employment and payroll of local govt, education",,,281,12128090,13506040
Missaukee,2001,440,Real estate,,,149,1972726,13308350
Missaukee,2001,134,Sawmills,,,74,2116688,12465620
Missaukee,2001,395,Wholesale trade,,,126,3517722,12364560
Missaukee,2001,6,"Greenhouse, nursery, and floriculture production",,,21,2362674,10213140
Monroe,2001,43,Electric power generation - Nuclear,,,4550,516576700,3187844000
Monroe,2001,356,Other motor vehicle parts manufacturing,,,2300,177106500,669622800
Monroe,2001,441,Owner-occupied dwellings,,,0,0,443367900
Monroe,2001,534,"* Employment and payroll of local govt, education",,,3982,191834200,213629700
Monroe,2001,205,Cement manufacturing,,,496,46019860,205065600
Monroe,2001,353,Motor vehicle transmission and power train parts manufacturing,,,541,60113110,198124800
Monroe,2001,395,Wholesale trade,,,1212,61482540,153888300
Monroe,2001,440,Real estate,,,1488,16628940,149612900
Monroe,2001,372,Institutional furniture manufacturing,,,532,26357710,146424600
Monroe,2001,59,Construction of new single-family residential structures,,,1348,57954480,122055800
Montcalm,2001,329,Household refrigerator and home freezer manufacturing,,,3280,203135600,794676900
Montcalm,2001,441,Owner-occupied dwellings,,,0,0,135577400
Montcalm,2001,147,Paper mills,,,425,20620190,127119900
Montcalm,2001,534,"* Employment and payroll of local govt, education",,,2252,106237700,118308000
Montcalm,2001,482,Hospitals,,,1464,55765940,105811700
Montcalm,2001,355,Motor vehicle metal stamping,,,427,19781610,79604400
Montcalm,2001,350,Motor vehicle gasoline engine and engine parts manufacturing,,,255,16992620,79413000
Montcalm,2001,154,Printing,,,766,20125580,75561110
Montcalm,2001,364,Boat building,,,127,5016442,66184550
Montcalm,2001,513,Religious organizations,,,407,11985080,48864200
Muskegon,2001,358,Aircraft engine and engine parts manufacturing,,,1957,132063800,426997200
Muskegon,2001,441,Owner-occupied dwellings,,,0,0,396156200
Muskegon,2001,395,Wholesale trade,,,3321,133947500,384018900
Muskegon,2001,534,"* Employment and payroll of local govt, education",,,5972,286899200,319495600
Muskegon,2001,482,Hospitals,,,3349,127395300,241785000
Muskegon,2001,350,Motor vehicle gasoline engine and engine parts manufacturing,,,819,41902030,238155200
Muskegon,2001,427,Wired telecommunications carriers,,,777,44114140,218841300
Muskegon,2001,147,Paper mills,,,622,52396180,216709900
Muskegon,2001,49,Electric power transmission and distribution,,,152,12415770,216388500
Muskegon,2001,440,Real estate,,,1875,23029780,203959200
Newaygo,2001,82,Canned specialties,,,692,42044760,286347100
Newaygo,2001,441,Owner-occupied dwellings,,,0,0,124529600
Newaygo,2001,350,Motor vehicle gasoline engine and engine parts manufacturing,,,342,24232890,108949800
Newaygo,2001,159,Petroleum lubricating oil and grease manufacturing,,,266,21488360,88752820
Newaygo,2001,355,Motor vehicle metal stamping,,,366,18425660,70145570
Newaygo,2001,437,Insurance carriers,,,242,11493850,50610570
Newaygo,2001,534,"* Employment and payroll of local govt, education",,,987,40821180,45459140
Newaygo,2001,533,"* Employment and payroll of local govt, non-education",,,1068,39617310,44177970
Newaygo,2001,395,Wholesale trade,,,434,8034120,37224040
Newaygo,2001,440,Real estate,,,450,2664931,33819170
Oakland,2001,343,Automobile manufacturing,,,22467,1854032000,12030980000
Oakland,2001,440,Real estate,,,34910,1061506000,8698973000
Oakland,2001,395,Wholesale trade,,,50465,3918320000,8375601000
Oakland,2001,449,"Architectural, engineering, and related services",,,40688,3538941000,5696280000
Oakland,2001,441,Owner-occupied dwellings,,,0,0,5377380000
Oakland,2001,437,Insurance carriers,,,12701,805832300,3111614000
Oakland,2001,461,Management of companies and enterprises,,,17636,2069817000,2869384000
Oakland,2001,464,Employment services,,,55120,2119692000,2668671000
Oakland,2001,482,Hospitals,,,30946,1483012000,2563883000
Oakland,2001,433,Monetary authorities and depository credit intermediation,,,12333,731323900,2360321000
Oceana,2001,81,Canned fruits and vegetables manufacturing,,,552,14690250,133206300
Oceana,2001,441,Owner-occupied dwellings,,,0,0,78000020
Oceana,2001,352,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",,,233,10077140,47581080
Oceana,2001,395,Wholesale trade,,,341,8713436,32558700
Oceana,2001,79,"Frozen fruits, juices and vegetables manufacturing",,,168,3432505,31852630
Oceana,2001,534,"* Employment and payroll of local govt, education",,,602,26946140,30007660
Oceana,2001,533,"* Employment and payroll of local govt, non-education",,,743,22250840,24812310
Oceana,2001,440,Real estate,,,235,892213,17967820
Oceana,2001,14,"Animal production, except cattle and poultry and eggs",,,840,5341733,15121780
Oceana,2001,3,Vegetable and melon farming,,,48,5427307,15010600
Ogemaw,2001,441,Owner-occupied dwellings,,,0,0,72067540
Ogemaw,2001,364,Boat building,,,68,1323195,34370790
Ogemaw,2001,280,Cutting tool and machine tool accessory manufacturing,,,287,11634530,32093460
Ogemaw,2001,407,Retail - Nonstore retailers,,,335,7851879,29767440
Ogemaw,2001,395,Wholesale trade,,,252,10008950,28777260
Ogemaw,2001,433,Monetary authorities and depository credit intermediation,,,201,5533476,27461740
Ogemaw,2001,440,Real estate,,,330,2054500,24268520
Ogemaw,2001,533,"* Employment and payroll of local govt, non-education",,,618,20572570,22940840
Ogemaw,2001,531,"* Employment and payroll of state govt, non-education",,,437,17141310,19387440
Ogemaw,2001,502,Limited-service restaurants,,,550,5827792,18863690
Osceola,2001,84,Fluid milk manufacturing,,,548,28683330,270109800
Osceola,2001,188,Plastics packaging materials and unlaminated film and sheet manufacturing,,,683,31258960,159582500
Osceola,2001,441,Owner-occupied dwellings,,,0,0,63720890
Osceola,2001,33,"Potash, soda, and borate mineral mining",,,242,12531780,58933120
Osceola,2001,351,Motor vehicle electrical and electronic equipment manufacturing,,,171,12219800,40873720
Osceola,2001,355,Motor vehicle metal stamping,,,123,7523728,25177110
Osceola,2001,533,"* Employment and payroll of local govt, non-education",,,585,22068510,24608990
Osceola,2001,240,Metal window and door manufacturing,,,236,7776795,24454510
Osceola,2001,395,Wholesale trade,,,146,9745511,21319580
Osceola,2001,204,Glass product manufacturing made of purchased glass,,,137,5933159,20817880
Otsego,2001,441,Owner-occupied dwellings,,,0,0,84613150
Otsego,2001,395,Wholesale trade,,,673,20872690,69407380
Otsego,2001,138,Reconstituted wood product manufacturing,,,323,13142500,61438630
Otsego,2001,440,Real estate,,,382,6564429,55915400
Otsego,2001,20,Extraction of natural gas and crude petroleum,,,418,38399580,47018040
Otsego,2001,534,"* Employment and payroll of local govt, education",,,700,36380120,40513490
Otsego,2001,59,Construction of new single-family residential structures,,,411,14269250,32599580
Otsego,2001,198,Other rubber product manufacturing,,,146,6878171,32416480
Otsego,2001,195,Other plastics product manufacturing,,,134,6317732,28439290
Otsego,2001,482,Hospitals,,,355,16115910,28433440
Ottawa,2001,354,Motor vehicle seating and interior trim manufacturing,,,4955,290705900,1066725000
Ottawa,2001,441,Owner-occupied dwellings,,,0,0,694262700
Ottawa,2001,204,Glass product manufacturing made of purchased glass,,,3513,209557500,611933400
Ottawa,2001,395,Wholesale trade,,,4572,226229600,582909400
Ottawa,2001,373,Wood office furniture manufacturing,,,4571,238590800,544218800
Ottawa,2001,375,"Office furniture, except wood, manufacturing",,,3120,127823200,446888400
Ottawa,2001,356,Other motor vehicle parts manufacturing,,,1545,106345200,430728900
Ottawa,2001,440,Real estate,,,2767,62879800,404351700
Ottawa,2001,312,Printed circuit assembly (electronic assembly) manufacturing,,,1102,62202800,347824100
Ottawa,2001,353,Motor vehicle transmission and power train parts manufacturing,,,1021,50281920,284721600
Presque Isle,2001,441,Owner-occupied dwellings,,,0,0,47207180
Presque Isle,2001,49,Electric power transmission and distribution,,,27,2708517,41457760
Presque Isle,2001,30,Stone mining and quarrying,,,150,6713035,18149580
Presque Isle,2001,433,Monetary authorities and depository credit intermediation,,,123,3341696,16691980
Presque Isle,2001,513,Religious organizations,,,137,3735414,15961830
Presque Isle,2001,534,"* Employment and payroll of local govt, education",,,319,13628440,15176850
Presque Isle,2001,395,Wholesale trade,,,114,4838331,13484480
Presque Isle,2001,403,Retail - Clothing and clothing accessories stores,,,219,5758256,12741130
Presque Isle,2001,440,Real estate,,,150,1649043,11450370
Presque Isle,2001,134,Sawmills,,,61,1420093,9962299
Roscommon,2001,441,Owner-occupied dwellings,,,0,0,111320700
Roscommon,2001,534,"* Employment and payroll of local govt, education",,,981,45088950,50211780
Roscommon,2001,405,Retail - General merchandise stores,,,687,18164290,31163610
Roscommon,2001,355,Motor vehicle metal stamping,,,142,7055092,27062160
Roscommon,2001,440,Real estate,,,319,2380294,26604870
Roscommon,2001,503,All other food and drinking places,,,447,5063724,20604950
Roscommon,2001,395,Wholesale trade,,,187,5537883,18826830
Roscommon,2001,42,Electric power generation - Fossil  fuel,,,26,1621190,16705930
Roscommon,2001,59,Construction of new single-family residential structures,,,237,6024100,15771360
Roscommon,2001,433,Monetary authorities and depository credit intermediation,,,114,3057256,15325650
Saginaw,2001,352,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",,,10461,1041177000,2720685000
Saginaw,2001,229,Ferrous metal foundries,,,3617,330438400,631321200
Saginaw,2001,441,Owner-occupied dwellings,,,0,0,542362800
Saginaw,2001,482,Hospitals,,,6081,243677100,452415600
Saginaw,2001,395,Wholesale trade,,,3219,151191300,401246300
Saginaw,2001,433,Monetary authorities and depository credit intermediation,,,2399,103025700,391582700
Saginaw,2001,534,"* Employment and payroll of local govt, education",,,5815,270705000,301461500
Saginaw,2001,440,Real estate,,,2099,31437210,291433100
Saginaw,2001,427,Wired telecommunications carriers,,,1026,57162950,287007100
Saginaw,2001,49,Electric power transmission and distribution,,,197,15428780,277291600
Sanilac,2001,441,Owner-occupied dwellings,,,0,0,113104700
Sanilac,2001,195,Other plastics product manufacturing,,,507,18337910,98665260
Sanilac,2001,198,Other rubber product manufacturing,,,370,11389210,71444700
Sanilac,2001,534,"* Employment and payroll of local govt, education",,,1302,55246340,61523220
Sanilac,2001,12,Dairy cattle and milk production,,,306,2709307,55576420
Sanilac,2001,9,Sugarcane and sugar beet farming,,,2512,9156428,51123130
Sanilac,2001,356,Other motor vehicle parts manufacturing,,,203,7561658,46923140
Sanilac,2001,351,Motor vehicle electrical and electronic equipment manufacturing,,,218,10212760,45435980
Sanilac,2001,254,"Valve and fittings, other than plumbing, manufacturing",,,275,11531050,44794120
Sanilac,2001,482,Hospitals,,,595,20446320,40597690
Shiawassee,2001,441,Owner-occupied dwellings,,,0,0,183808000
Shiawassee,2001,364,Boat building,,,277,8065523,141632800
Shiawassee,2001,534,"* Employment and payroll of local govt, education",,,2489,103543100,115307300
Shiawassee,2001,333,Motor and generator manufacturing,,,684,29261810,93416550
Shiawassee,2001,482,Hospitals,,,1191,40305740,80673620
Shiawassee,2001,343,Automobile manufacturing,,,162,6458157,73669550
Shiawassee,2001,395,Wholesale trade,,,558,21297570,62926400
Shiawassee,2001,440,Real estate,,,422,5385256,49979210
Shiawassee,2001,149,Paperboard container manufacturing,,,240,10795010,47925950
Shiawassee,2001,533,"* Employment and payroll of local govt, non-education",,,1285,42276500,47143280
St. Clair,2001,441,Owner-occupied dwellings,,,0,0,481022300
St. Clair,2001,50,Natural gas distribution,,,684,59016520,438545400
St. Clair,2001,49,Electric power transmission and distribution,,,258,32252970,426153900
St. Clair,2001,166,Plastics material and resin manufacturing,,,497,35809410,277432300
St. Clair,2001,395,Wholesale trade,,,1862,108762600,259499600
St. Clair,2001,195,Other plastics product manufacturing,,,1171,52673760,244704600
St. Clair,2001,482,Hospitals,,,2702,113395000,206548400
St. Clair,2001,42,Electric power generation - Fossil  fuel,,,261,27802830,194694100
St. Clair,2001,440,Real estate,,,1918,25391550,192350600
St. Clair,2001,364,Boat building,,,363,16476620,191462400
St. Joseph,2001,87,"Dry, condensed, and evaporated dairy product manufacturing",,,596,35624080,360673700
St. Joseph,2001,353,Motor vehicle transmission and power train parts manufacturing,,,820,70097410,270613800
St. Joseph,2001,344,Light truck and utility vehicle manufacturing,,,166,7007371,229154100
St. Joseph,2001,195,Other plastics product manufacturing,,,1064,47166510,221062400
St. Joseph,2001,441,Owner-occupied dwellings,,,0,0,153916000
St. Joseph,2001,534,"* Employment and payroll of local govt, education",,,2013,87835560,97815110
St. Joseph,2001,356,Other motor vehicle parts manufacturing,,,404,14635020,92701190
St. Joseph,2001,395,Wholesale trade,,,651,30713630,80803440
St. Joseph,2001,254,"Valve and fittings, other than plumbing, manufacturing",,,396,20748890,70920400
St. Joseph,2001,346,Motor vehicle body manufacturing,,,737,33998150,67137130
Tuscola,2001,441,Owner-occupied dwellings,,,0,0,136849800
Tuscola,2001,534,"* Employment and payroll of local govt, education",,,2187,107980600,120248900
Tuscola,2001,350,Motor vehicle gasoline engine and engine parts manufacturing,,,396,22244810,117797400
Tuscola,2001,343,Automobile manufacturing,,,170,8682403,81007300
Tuscola,2001,395,Wholesale trade,,,774,21835440,76943450
Tuscola,2001,42,Electric power generation - Fossil  fuel,,,74,5562105,50010600
Tuscola,2001,74,Beet sugar manufacturing,,,116,5248089,44081980
Tuscola,2001,433,Monetary authorities and depository credit intermediation,,,278,8034837,38658350
Tuscola,2001,533,"* Employment and payroll of local govt, non-education",,,904,34008870,37923900
Tuscola,2001,9,Sugarcane and sugar beet farming,,,2088,7293931,36789060
Van Buren,2001,43,Electric power generation - Nuclear,,,1640,133896000,1032056000
Van Buren,2001,441,Owner-occupied dwellings,,,0,0,198969800
Van Buren,2001,81,Canned fruits and vegetables manufacturing,,,747,32624670,195631800
Van Buren,2001,49,Electric power transmission and distribution,,,115,9783202,165585000
Van Buren,2001,356,Other motor vehicle parts manufacturing,,,574,21966970,133431000
Van Buren,2001,350,Motor vehicle gasoline engine and engine parts manufacturing,,,421,21921080,122824600
Van Buren,2001,534,"* Employment and payroll of local govt, education",,,2179,97349840,108410400
Van Buren,2001,433,Monetary authorities and depository credit intermediation,,,671,24881020,102744700
Van Buren,2001,456,Scientific research and development services,,,562,24434500,77373020
Van Buren,2001,533,"* Employment and payroll of local govt, non-education",,,1785,64982570,72463220
Washtenaw,2001,353,Motor vehicle transmission and power train parts manufacturing,,,8297,723588400,2758956000
Washtenaw,2001,531,"* Employment and payroll of state govt, non-education",,,29225,1442110000,1631079000
Washtenaw,2001,441,Owner-occupied dwellings,,,0,0,1214298000
Washtenaw,2001,440,Real estate,,,5150,134133500,1195726000
Washtenaw,2001,449,"Architectural, engineering, and related services",,,7679,712928300,1120787000
Washtenaw,2001,395,Wholesale trade,,,5271,345675100,788296000
Washtenaw,2001,456,Scientific research and development services,,,4166,261379500,683924000
Washtenaw,2001,482,Hospitals,,,8195,365976500,650192300
Washtenaw,2001,350,Motor vehicle gasoline engine and engine parts manufacturing,,,1607,135451800,542143200
Washtenaw,2001,534,"* Employment and payroll of local govt, education",,,9312,439409400,489333500
Wayne,2001,343,Automobile manufacturing,,,27579,2683661000,15543220000
Wayne,2001,344,Light truck and utility vehicle manufacturing,,,6862,468569700,10246520000
Wayne,2001,395,Wholesale trade,,,42190,2728150000,6213008000
Wayne,2001,441,Owner-occupied dwellings,,,0,0,5631006000
Wayne,2001,461,Management of companies and enterprises,,,23931,3250215000,4357996000
Wayne,2001,482,Hospitals,,,48368,2230949000,3913672000
Wayne,2001,440,Real estate,,,17403,404908500,3367233000
Wayne,2001,456,Scientific research and development services,,,15959,1517017000,3347071000
Wayne,2001,353,Motor vehicle transmission and power train parts manufacturing,,,9184,906110400,3202137000
Wayne,2001,534,"* Employment and payroll of local govt, education",,,48753,2559062000,2849813000
Wexford,2001,364,Boat building,,,704,24977520,364641800
Wexford,2001,198,Other rubber product manufacturing,,,1395,48058490,278271700
Wexford,2001,441,Owner-occupied dwellings,,,0,0,81703910
Wexford,2001,353,Motor vehicle transmission and power train parts manufacturing,,,188,10006590,53483480
Wexford,2001,327,Small electrical appliance manufacturing,,,314,14850380,53402160
Wexford,2001,395,Wholesale trade,,,393,16847550,46783300
Wexford,2001,229,Ferrous metal foundries,,,312,17843130,43481620
Wexford,2001,440,Real estate,,,349,2624274,35228470
Wexford,2001,411,Truck transportation,,,325,13986480,35027660
Wexford,2001,482,Hospitals,,,473,16892840,32981640
